#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-16T15:36:45 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611a85f6cfd1f	
#INFO	-out.max=unlimited	
#INFO	queryParameters=31	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/123/2772&tab:{J/AJ/123/2772/tablevla}&key:source=J/AJ/123/2772/tablevla&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/123/2772/tablevla
#-order=I
#-out=Seq
#-out=Name
#-out=Type
#-out=RAJ2000
#-out=DEJ2000
#-out=Delta
#-out=Offset
#-out=Vlow
#-out=Vhigh
#-out=Vc
#-out=Vout
#-out=Slow
#-out=Shigh
#-out=rms
#-out=Ref
#-out=IRAS
#-out=Dist
#-out.all=2
#

#RESOURCE=yCat_51232772
#Name: J/AJ/123/2772
#Title: OH-selected AGB and post-AGB objects. I. (Sevenster+, 2002)
#Table	J_AJ_123_2772_tablevla:
#Name: J/AJ/123/2772/tablevla
#Title: VLA region
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Seq	(I3)	Source number	[ucd=meta.id;meta.main]
#Column	Name	(A16)	Source name, based on galactic coordinates	[ucd=meta.id]
#Column	Type	(A1)	Spectrum type (double/single/irregular)	[ucd=meta.note;src.morph.type]
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Delta	(F5.2)	Theoretical positional error from IMFIT (not practical)	[ucd=stat.error]
#Column	Offset	(F4.1)	Offset from pointing centre	[ucd=obs.param;arith.diff]
#Column	Vlow	(F6.1)	Low velocity	[ucd=phys.veloc]
#Column	Vhigh	(F6.1)	High velocity	[ucd=phys.veloc]
#Column	Vc	(F6.1)	Central star velocity	[ucd=meta.id]
#Column	Vout	(F4.1)	Outflow velocity shell	[ucd=phys.veloc]
#Column	Slow	(F4.1)	Low flux density	[ucd=phot.flux.density;em.radio]
#Column	Shigh	(F5.1)	High flux density	[ucd=phot.flux.density;em.radio]
#Column	rms	(I3)	rms noise in empty cubes	[ucd=stat.stdev;instr.det.noise]
#Column	Ref	(A1)	[*+x-] Reference symbol OH	[ucd=meta.ref;pos.frame]
#Column	IRAS	(A10)	Name of nearest IRAS point source <II/125>	[ucd=meta.id.assoc]
#Column	Dist	(F7.3)	Distance to IRAS PS (confidence radii)	[ucd=pos.angDistance]
_RAJ2000	_DEJ2000	Seq	Name	Type	RAJ2000	DEJ2000	Delta	Offset	Vlow	Vhigh	Vc	Vout	Slow	Shigh	rms	Ref	IRAS	Dist
276.15095833	-12.85163611	104	OH018.461-00.003	s	18 24 36.230	-12 51 05.89	 0.08	 2.3	  49.9	-999.0	  49.9	 0.0	 0.4	-99.0	 28	+	18217-1252	  1.002
276.17217083	 -7.40229444	105	OH023.290+02.524	d	18 24 41.321	-07 24 08.26	 0.33	12.6	  63.6	  99.9	  81.8	18.1	 0.2	  0.5	 29	-	18219-0725	  0.602
276.19633750	-12.31983889	106	OH018.952+00.206	d	18 24 47.121	-12 19 11.42	 0.00	12.7	  22.7	  54.5	  38.6	15.9	 1.4	  0.5	 33	-	18219-1221	  1.555
276.28941667	-13.45032222	107	OH017.995-00.402	d	18 25 09.460	-13 27 01.16	 0.01	 5.9	  27.2	  38.6	  32.9	 5.7	 0.8	  1.5	 25	-	18223-1328	  0.510
276.36481667	-13.27957222	108	OH018.180-00.388	d	18 25 27.556	-13 16 46.46	 0.05	12.8	  70.4	  97.6	  84.0	13.6	 0.5	  0.9	 25	-	18226-1318	  1.520
276.49928333	-12.48483333	109	OH018.944-00.133	d	18 25 59.828	-12 29 05.40	 0.00	 8.6	 -15.9	  27.2	   5.7	21.5	 1.5	  1.5	 33	+	18232-1230	  2.527
276.54373333	-14.47229444	110	OH017.206-01.098	d	18 26 10.496	-14 28 20.26	 0.03	18.5	 158.9	 183.8	 171.4	12.4	 0.4	  0.7	 17	+	18233-1430	  0.249
276.56601667	-14.70748889	111	OH017.008-01.226	d	18 26 15.844	-14 42 26.96	 0.68	16.4	  -6.8	  11.4	   2.3	 9.1	 1.0	  0.6	 39	x	18234-1444	  0.410
276.63459167	-14.34181111	112	OH017.362-01.115	d	18 26 32.302	-14 20 30.52	 0.01	10.7	  63.6	  90.8	  77.2	13.6	 0.4	  0.8	 17	-	18236-1422	  0.086
276.80030000	 -5.85000278	113	OH024.957+02.693	d	18 27 12.072	-05 51 00.01	 2.27	11.8	 -15.9	  15.9	   0.0	15.9	 0.5	  0.6	 34	-	18245-0552	  0.245
276.82583750	-11.96353611	114	OH019.554-00.172	d	18 27 18.201	-11 57 48.73	 0.01	10.8	 129.4	 156.6	 143.0	13.6	 1.0	  1.8	 28	-	18245-1159	  0.338
276.83519167	-11.08958611	115	OH020.332+00.227	d	18 27 20.446	-11 05 22.51	 0.04	16.9	 109.0	 133.9	 121.4	12.4	 1.1	  1.5	 25	-	18245-1107	  0.562
276.84845417	-12.98403333	116	OH018.661-00.666	d	18 27 23.629	-12 59 02.52	 0.01	13.9	  11.4	  47.7	  29.5	18.1	 0.4	  0.4	 14	-	18245-1300	  0.152
276.84901667	-10.50603056	117	OH020.854+00.486	i	18 27 23.764	-10 30 21.71	 0.01	21.3	  54.5	-999.0	  54.5	 0.0	 3.9	-99.0	 23	x	18246-1032	  0.516
276.98490000	-10.78170278	118	OH020.673+00.240	d	18 27 56.376	-10 46 54.13	 0.08	17.8	  72.6	 111.2	  91.9	19.3	 0.8	  1.2	 25	x	18251-1048	  0.175
277.05780000	-11.26938889	119	OH020.274-00.050	d	18 28 13.872	-11 16 09.80	 0.00	13.9	  11.4	  43.1	  27.2	15.9	 3.8	  3.6	 25	x	18254-1118	  0.062
277.12840833	-10.84805278	120	OH020.679+00.084	d	18 28 30.818	-10 50 52.99	 0.00	11.9	 118.0	 154.4	 136.2	18.2	 5.8	  3.1	 25	x	18257-1052	  0.331
277.12890417	 -9.97064722	121	OH021.457+00.491	d	18 28 30.937	-09 58 14.33	 0.00	 2.7	  97.6	 133.9	 115.8	18.1	18.9	 17.8	 22	x	18257-1000	  1.413
277.14246667	-13.25365278	122	OH018.555-01.045	d	18 28 34.192	-13 15 13.15	 0.03	 4.3	  54.5	  79.4	  66.9	12.4	 0.2	  0.2	 17	-	18257-1317	  1.723
277.24937500	 -7.55636944	123	OH023.651+01.506	d	18 28 59.850	-07 33 22.93	 0.02	 9.0	  65.8	  93.1	  79.4	13.6	 0.4	  0.9	 28	-	18262-0735	  0.449
277.36984167	-12.63142222	124	OH019.209-00.953	i	18 29 28.762	-12 37 53.12	 0.00	17.6	  34.0	  68.1	  51.0	17.0	 2.1	  2.0	 17	x	18266-1239	  0.265
277.39612500	-11.73998333	125	OH020.011-00.562	d	18 29 35.070	-11 44 23.94	 0.13	 3.8	  59.0	  95.3	  77.2	18.1	 0.3	  0.2	 25	-	18267-1146	  0.069
277.39802500	-11.26497500	126	OH020.433-00.344	d	18 29 35.526	-11 15 53.91	 0.00	10.2	  25.0	  59.0	  42.0	17.0	 1.2	  2.2	 14	x	18268-1117	  0.180
277.46393333	-14.55791389	127	OH017.544-01.926	d	18 29 51.344	-14 33 28.49	 0.00	 5.1	  31.8	  52.2	  42.0	10.2	 0.9	  1.0	 13	-	18269-1435	  0.435
277.46423750	 -9.05932222	128	OH022.417+00.621	d	18 29 51.417	-09 03 33.56	 0.01	 8.8	 -11.3	  11.4	   0.0	11.4	 0.6	  0.4	 19	-	18271-0905	  0.422
277.48673750	-11.78151111	129	OH020.015-00.660	d	18 29 56.817	-11 46 53.44	 0.27	 9.7	  -6.8	  15.9	   4.6	11.4	 0.3	  0.3	 25	-	18271-1148	  0.387
277.52893750	 -7.61466944	130	OH023.727+01.234	d	18 30 06.945	-07 36 52.81	 0.01	19.6	 -13.6	  13.6	   0.0	13.6	 2.5	  1.2	 16	x	18273-0738	  0.295
277.61772917	-11.15021944	131	OH020.634-00.482	d	18 30 28.255	-11 09 00.79	 0.01	 8.1	  -4.5	  27.2	  11.4	15.9	 0.2	  0.5	 14	-	18276-1111	  0.293
277.62781667	-14.48271667	132	OH017.684-02.032	d	18 30 30.676	-14 28 57.78	 0.00	11.2	  49.9	  72.6	  61.2	11.4	30.6	 39.0	 13	x	18276-1431	  0.154
277.62873750	-10.95929444	133	OH020.809-00.403	d	18 30 30.897	-10 57 33.46	 0.02	19.5	  86.3	 120.3	 103.3	17.0	 0.4	  0.8	 14	-	18277-1059	  1.507
277.76010417	 -9.68698333	134	OH021.996+00.072	d	18 31 02.425	-09 41 13.14	 0.00	 4.3	 108.9	 152.1	 130.5	21.6	 1.3	  1.5	 33	+	18282-0943	  0.109
277.84562083	 -9.95586111	135	OH021.797-00.127	s	18 31 22.949	-09 57 21.10	 0.00	14.3	  40.9	-999.0	  40.9	 0.0	 5.9	-99.0	 33	-	18286-0959	  0.191
277.84607917	-11.16530278	136	OH020.725-00.687	d	18 31 23.059	-11 09 55.09	 0.20	19.9	  31.6	  63.4	  47.5	15.9	 0.4	  1.1	 18	-	18286-1112	  0.208
277.88124583	-16.14622500	137	OH016.319-03.016	d	18 31 31.499	-16 08 46.41	 0.00	10.9	  20.4	  36.3	  28.4	 7.9	 2.5	  3.3	 15	x	18286-1610	  1.676
278.00289583	 -9.30619444	138	OH022.445+00.036	d	18 32 00.695	-09 18 22.30	 0.01	 3.9	 120.3	 149.8	 135.1	14.8	 0.4	  0.6	 28	+	18289-0921	  8.968
278.08367917	-12.23635833	139	OH019.882-01.388	d	18 32 20.083	-12 14 10.89	 0.02	 9.7	  86.3	 118.0	 102.2	15.9	 1.0	  0.3	 22	-	18295-1216	  0.448
278.09485000	 -9.46231389	140	OH022.348-00.117	d	18 32 22.764	-09 27 44.33	 0.03	11.5	  25.0	  65.8	  45.4	20.4	 0.4	  0.4	 28	+	18296-0929	  1.107
278.23115417	 -6.86169722	141	OH024.717+00.964	d	18 32 55.477	-06 51 42.11	 0.03	13.3	  31.8	  59.0	  45.4	13.6	 0.3	  0.3	 15	-	18302-0653	  0.465
278.29057917	 -7.46620556	142	OH024.208+00.633	d	18 33 09.739	-07 27 58.34	 0.01	19.2	  43.1	  74.9	  59.0	15.9	 0.4	  1.6	 16	x	18304-0730	  0.306
278.36507083	 -9.90611111	143	OH022.077-00.558	d	18 33 27.617	-09 54 22.00	 0.13	 5.8	  38.4	  52.0	  45.2	 6.8	 0.2	  0.1	 21	-	18307-0956	  0.417
278.39229167	-11.94546667	144	OH020.280-01.522	d	18 33 34.150	-11 56 43.68	 0.02	16.9	 -22.7	   0.0	 -11.4	11.4	 0.9	  1.9	 22	x	18307-1159	  0.141
278.39399167	 -9.95988333	145	OH022.043-00.608	d	18 33 34.558	-09 57 35.58	 0.00	 7.0	 104.2	 126.9	 115.6	11.4	 3.1	  1.4	 21	x	18308-1000	  5.127
278.45657500	 -8.06705000	146	OH023.751+00.210	d	18 33 49.578	-08 04 01.38	 0.02	19.7	  97.6	 115.8	 106.7	 9.1	 1.0	  2.7	 47	x	18310-0806	  3.160
278.47922917	 -5.99480000	147	OH025.600+01.145	d	18 33 55.015	-05 59 41.28	 0.02	10.6	  84.0	 113.5	  98.8	14.8	 0.2	  0.2	 12	-	18312-0602	  0.354
278.52299583	-10.63435833	148	OH021.503-01.032	d	18 34 05.519	-10 38 03.69	 0.00	 1.9	  68.1	  88.5	  78.3	10.2	 0.8	  1.1	 19	-	18313-1040	  0.382
278.54709583	 -8.96737500	149	OH022.993-00.285	d	18 34 11.303	-08 58 02.55	 0.00	12.9	  20.3	  49.8	  35.0	14.8	 8.3	  7.4	 22	+	18314-0900	  1.276
278.71314167	 -8.86193889	150	OH023.162-00.382	d	18 34 51.154	-08 51 42.98	 0.03	12.1	  54.3	  99.7	  77.0	22.7	 1.1	  0.7	 22	-	18321-0854	  0.545
278.76465833	 -8.91626944	151	OH023.138-00.452	d	18 35 03.518	-08 54 58.57	 1.37	 8.7	  49.8	  92.9	  71.3	21.5	 0.6	  0.5	 22	-	18324-0857	  5.332
278.82939583	 -7.32316389	152	OH024.581+00.224	d	18 35 19.055	-07 19 23.39	 0.00	14.4	 -86.2	 -59.0	 -72.6	13.6	 3.8	  2.3	 32	x	18325-0721	  1.734
278.86741667	 -8.06878889	153	OH023.937-00.152	d	18 35 28.180	-08 04 07.64	 0.00	 9.9	 106.7	 140.7	 123.7	17.0	 0.8	  1.3	 35	-	18332-0807	 16.829
278.87167500	 -7.21972500	154	OH024.692+00.235	i	18 35 29.202	-07 13 11.01	 0.00	18.3	  22.7	  61.3	  42.0	19.3	 3.9	  4.4	 32	x	18327-0715	  0.376
278.89392500	 -8.04438333	155	OH023.970-00.164	d	18 35 34.542	-08 02 39.78	 0.00	10.0	  77.2	 127.1	 102.2	25.0	 1.7	  0.4	 35	-	18328-0805	  0.222
278.98952500	 -7.31584167	156	OH024.661+00.087	d	18 35 57.486	-07 18 57.03	 0.00	11.0	  40.9	  72.6	  56.8	15.9	 2.9	  1.9	 32	x	18322-0721	 22.828
279.17341667	 -4.72343889	157	OH027.047+01.116	d	18 36 41.620	-04 43 24.38	 0.06	 7.5	 -34.2	  -2.5	 -18.4	15.9	 0.2	  0.3	 19	-	18340-0446	  0.685
279.17498750	 -6.76518889	158	OH025.235+00.177	d	18 36 41.997	-06 45 54.68	 0.08	19.1	  34.0	  68.1	  51.0	17.0	 0.6	  0.7	 31	-	18340-0648	  0.167
279.18310000	 -6.45671944	159	OH025.512+00.311	d	18 36 43.944	-06 27 24.19	 0.00	11.3	  22.7	  54.5	  38.6	15.9	 1.4	  1.6	 14	x	18340-0629	  0.112
279.19125417	 -7.30489167	160	OH024.763-00.086	i	18 36 45.901	-07 18 17.61	 0.00	15.1	  63.6	 108.9	  86.2	22.6	 0.4	  2.1	 45	x	18340-0720	  0.169
279.21266667	 -7.81756944	161	OH024.317-00.340	d	18 36 51.040	-07 49 03.25	 0.02	14.6	  56.7	  88.5	  72.6	15.9	 0.4	  0.3	 14	-	18341-0751	  0.279
279.24166250	 -6.89029722	162	OH025.154+00.060	d	18 36 57.999	-06 53 25.07	 0.00	 9.9	  72.6	 102.1	  87.3	14.8	 2.3	  1.9	 45	x	18342-0655	  1.538
279.27077083	-12.47173333	163	OH020.206-02.526	d	18 37 04.985	-12 28 18.24	 0.07	17.6	   9.1	  40.9	  25.0	15.9	 0.7	  0.7	 17	-	18342-1230	  0.061
279.29604583	 -8.80265833	164	OH023.480-00.866	i	18 37 11.051	-08 48 09.57	 0.01	 8.1	  52.2	  77.2	  64.7	12.5	 0.5	  0.2	 16	x	18344-0850	  1.232
279.35567917	 -7.12936667	165	OH024.993-00.150	d	18 37 25.363	-07 07 45.72	 0.01	 9.0	 106.7	 143.0	 124.8	18.1	 1.0	  0.6	 45	+	18351-0709	  8.501
279.37739583	-12.19545833	166	OH020.500-02.493	d	18 37 30.575	-12 11 43.65	 0.17	 0.4	  74.9	 104.4	  89.7	14.8	 0.1	  0.1	 17	-	18347-1214	  0.587
279.38540000	 -5.39991389	167	OH026.543+00.618	d	18 37 32.496	-05 23 59.69	 0.00	 7.5	  13.6	  40.9	  27.2	13.6	79.8	147.7	 70	x	18348-0526	  0.152
279.50241250	 -6.65777222	168	OH025.479-00.063	d	18 38 00.579	-06 39 27.98	 0.00	 4.0	   6.8	  43.1	  25.0	18.1	 0.9	  0.4	 31	-	18355-0641	  9.513
279.56426250	 -7.16504444	169	OH025.057-00.350	d	18 38 15.423	-07 09 54.16	 0.01	 9.6	 131.5	 154.2	 142.9	11.4	 2.4	  2.8	 20	x	18355-0712	  0.384
279.66155000	 -5.81930833	170	OH026.297+00.181	d	18 38 38.772	-05 49 09.51	 0.05	16.3	 -38.6	 -13.6	 -26.1	12.5	 0.9	  1.1	 25	x	18359-0551	  0.305
279.66608333	 -8.68652222	171	OH023.751-01.138	d	18 38 39.860	-08 41 11.48	 0.01	17.2	  34.0	  61.3	  47.7	13.6	 0.8	  1.5	 16	x	18359-0843	  0.162
279.71053750	 -6.74718056	172	OH025.495-00.288	d	18 38 50.529	-06 44 49.85	 0.00	12.7	  20.4	  52.2	  36.3	15.9	 1.8	  1.5	 13	x	18361-0647	  0.689
279.71992500	 -2.00334167	173	OH029.716+01.878	d	18 38 52.782	-02 00 12.03	 0.02	14.9	  56.7	  90.8	  73.8	17.0	 0.4	  0.2	 13	-	18362-0202	  0.301
279.80043750	 -7.12740556	174	OH025.198-00.541	d	18 39 12.105	-07 07 38.66	 0.11	12.1	  56.6	  92.9	  74.8	18.1	 0.4	  0.4	 20	-	18364-0710	  0.129
279.85118333	 -6.53049722	175	OH025.751-00.313	d	18 39 24.284	-06 31 49.79	 0.00	18.9	  88.5	 122.6	 105.6	17.0	 1.5	  4.1	 13	-	18367-0634	  0.210
279.87218750	 -3.32824167	176	OH028.607+01.136	d	18 39 29.325	-03 19 41.67	 0.00	10.4	  61.3	  90.8	  76.1	14.8	 0.4	  0.3	 11	-	18366-0322	  7.076
279.91703750	 -6.84554722	177	OH025.501-00.515	d	18 39 40.089	-06 50 43.97	 0.00	 0.9	  34.0	  61.3	  47.7	13.6	 0.5	  0.8	 13	-	18369-0653	  0.100
279.92319167	 -5.80583611	178	OH026.428-00.044	d	18 39 41.566	-05 48 21.01	 0.00	 5.0	 -13.6	  20.4	   3.4	17.0	 2.2	  1.9	 25	+	18370-0551	  1.242
280.01808333	 -6.84924722	179	OH025.544-00.606	d	18 40 04.340	-06 50 57.29	 0.02	 6.9	 140.7	 158.9	 149.8	 9.1	 0.2	  0.1	 13	-	18373-0653	  0.458
280.06524583	 -4.49823333	180	OH027.655+00.429	d	18 40 15.659	-04 29 53.64	 0.01	10.2	  49.9	  84.0	  66.9	17.0	 0.6	  0.4	 16	+	18386-0432	 15.422
280.08415417	 -8.76296667	181	OH023.872-01.540	d	18 40 20.197	-08 45 46.68	 0.29	 8.0	 113.5	 145.3	 129.4	15.9	 0.3	  0.4	 24	-	18376-0848	  0.116
280.09095000	 -4.95310278	182	OH027.263+00.198	d	18 40 21.828	-04 57 11.17	 0.00	18.6	  38.6	  63.6	  51.1	12.5	12.5	  3.3	 26	x	18376-0500	  0.650
280.16001250	-10.70963889	183	OH022.174-02.496	d	18 40 38.403	-10 42 34.70	 0.10	10.4	  99.9	 124.8	 112.3	12.4	 0.5	  0.7	 27	-	18378-1045	  0.231
280.17942500	 -6.34815556	184	OH026.063-00.519	d	18 40 43.062	-06 20 53.36	 0.11	 3.9	   8.9	  24.8	  16.9	 7.9	 0.1	  0.2	 19	-	18380-0623	  0.165
280.23007083	 -5.98655278	185	OH026.407-00.398	d	18 40 55.217	-05 59 11.59	 0.01	 8.3	  79.4	 108.9	  94.2	14.8	 0.3	  0.3	 12	-	18382-0602	  0.739
280.25345833	 -6.53391944	186	OH025.931-00.669	d	18 41 00.830	-06 32 02.11	 0.02	11.0	  65.6	  99.7	  82.7	17.0	 0.5	  0.8	 19	-	18383-0634	  0.188
280.30971667	 -6.25015556	187	OH026.209-00.589	d	18 41 14.332	-06 15 00.56	 0.00	13.7	  49.8	  92.9	  71.3	21.5	 3.8	  3.7	 19	x	18385-0617	  1.288
280.33579167	 -1.83548889	188	OH030.147+01.408	d	18 41 20.590	-01 50 07.76	 0.10	10.4	 -56.7	 -31.8	 -44.2	12.4	 0.1	  0.6	 35	-	18387-0153	  0.630
280.39959167	 -5.98083889	189	OH026.490-00.545	s	18 41 35.902	-05 58 51.02	 0.00	 2.8	  90.8	-999.0	  90.8	 0.0	 0.6	-99.0	 12	-	18389-0601	  0.343
280.50792500	 -5.35206111	190	OH027.098-00.354	d	18 42 01.902	-05 21 07.42	 0.00	10.6	  88.3	 115.6	 101.9	13.6	 2.9	  4.0	 20	x	18391-0524	  9.733
280.52976667	-10.29710556	191	OH022.707-02.631	d	18 42 07.144	-10 17 49.58	 0.07	14.7	 -81.7	 -70.4	 -76.1	 5.7	 0.5	  0.4	 17	-	18393-1020	  0.394
280.63280000	 -1.77551667	192	OH030.336+01.171	d	18 42 31.872	-01 46 31.86	 0.03	14.2	 -70.4	 -59.0	 -64.7	 5.7	 0.2	  0.2	 12	-	18399-0149	  0.423
280.66055833	 -5.10010000	193	OH027.392-00.374	d	18 42 38.534	-05 06 00.36	 0.01	10.0	  34.0	  81.7	  57.8	23.9	 0.2	  0.4	 12	-	18399-0509	  0.282
280.71655000	 -3.99852222	194	OH028.397+00.080	s	18 42 51.972	-03 59 54.68	 0.00	 7.9	  74.9	-999.0	  74.9	 0.0	 1.5	-99.0	 36	-	18402-0403	  3.055
280.72180417	 -4.92363611	195	OH027.576-00.347	d	18 42 53.233	-04 55 25.09	 0.00	10.3	 156.6	 183.8	 170.2	13.6	 0.5	  0.4	 12	-	18402-0458	  0.179
280.74334167	 -4.64668333	196	OH027.833-00.240	d	18 42 58.402	-04 38 48.06	 0.10	18.6	   2.1	  33.9	  18.0	15.9	 0.8	  0.6	 18	-	18392-0442	 28.996
280.84928333	 -6.27361667	197	OH026.434-01.077	d	18 43 23.828	-06 16 25.02	 0.00	 6.1	 113.5	 140.7	 127.1	13.6	 0.7	  0.3	 13	-	18407-0619	  0.327
280.85750417	 -3.93207778	198	OH028.520-00.014	d	18 43 25.801	-03 55 55.48	 0.00	 1.5	  95.3	 120.3	 107.8	12.5	 6.4	  7.0	 36	x	18407-0358	  0.656
280.87176667	 -4.20973056	199	OH028.280-00.154	d	18 43 29.224	-04 12 35.03	 0.01	16.1	  31.8	  70.4	  51.1	19.3	 2.0	  2.1	 36	+	18410-0415	  8.113
280.97738750	 -5.10487500	200	OH027.532-00.656	d	18 43 54.573	-05 06 17.55	 0.01	 9.6	  81.7	 118.0	  99.8	18.1	 0.3	  0.2	 12	-	18412-0509	  0.254
281.06962917	 -1.00732500	201	OH031.219+01.133	d	18 44 16.711	-01 00 26.37	 0.20	19.0	  34.0	  61.3	  47.7	13.6	 0.4	  0.4	 14	-	18417-0103	  0.610
281.08263750	 -2.08024444	202	OH030.270+00.632	d	18 44 19.833	-02 04 48.88	 0.02	15.9	 -36.3	  -9.1	 -22.7	13.6	 0.5	  0.2	 14	-	18417-0207	  0.163
281.14619167	 -1.33244722	203	OH030.965+00.917	d	18 44 35.086	-01 19 56.81	 0.01	 5.4	  52.0	  72.4	  62.2	10.2	 0.5	  0.9	 18	-	18420-0123	  0.202
281.17358333	 -5.15472222	204	OH027.577-00.853	d	18 44 41.660	-05 09 17.00	 0.00	 9.9	  93.1	 118.0	 105.6	12.4	 3.0	  2.7	 12	x	18420-0512	  0.190
281.20796667	 -1.22354722	205	OH031.090+00.912	d	18 44 49.912	-01 13 24.77	 0.11	 7.5	  29.3	  63.4	  46.3	17.0	 0.3	  0.2	 18	-	18422-0116	  0.133
281.23453750	 -4.56617500	206	OH028.128-00.638	d	18 44 56.289	-04 33 58.23	 0.07	11.3	  95.2	 136.0	 115.6	20.4	 0.6	  0.6	 18	-	18422-0437	  0.112
281.23479167	 -1.54575000	207	OH030.815+00.741	d	18 44 56.350	-01 32 44.70	 0.56	19.1	  -4.7	  33.9	  14.6	19.3	 0.4	  0.4	 18	-	18423-0135	  0.288
281.24745000	 -3.67390278	208	OH028.928-00.242	d	18 44 59.388	-03 40 26.05	 0.03	16.1	  61.1	  95.2	  78.2	17.0	 0.9	  1.0	 20	-	18423-0343	  0.233
281.27916667	 -3.33140556	209	OH029.247-00.114	d	18 45 07.000	-03 19 53.06	 0.03	16.6	  40.9	  79.4	  60.2	19.2	 0.6	  0.4	 26	-	18429-0322	  8.602
281.45166250	 -4.01300278	210	OH028.719-00.579	d	18 45 48.399	-04 00 46.81	 0.00	14.0	  29.5	  63.6	  46.5	17.0	 6.9	  4.3	 12	x	18431-0403	  0.061
281.46823750	 -1.77855000	211	OH030.715+00.427	d	18 45 52.377	-01 46 42.78	 0.00	13.6	  49.9	  84.0	  66.9	17.0	 3.9	  2.2	 14	x	18432-0149	  0.310
281.52407917	 -1.98822778	212	OH030.554+00.281	d	18 46 05.779	-01 59 17.62	 0.00	13.5	  18.2	  56.7	  37.5	19.2	 0.7	  1.1	 14	-	18434-0202	  0.155
281.61158750	 -6.67613611	213	OH026.421-01.935	d	18 46 26.781	-06 40 34.09	 0.00	 6.2	  15.9	  38.6	  27.2	11.4	 4.2	  4.9	 11	x	18437-0643	  0.447
281.66133750	 -0.28700833	214	OH032.130+00.935	d	18 46 38.721	-00 17 13.23	 0.01	 8.7	 124.7	 149.6	 137.1	12.4	 0.9	  1.3	 18	+	18440-0020	  0.373
281.74534167	 -1.72860000	215	OH030.885+00.203	d	18 46 58.882	-01 43 42.96	 0.00	14.0	  70.2	 108.8	  89.5	19.3	 3.9	  2.5	 42	-	18443-0147	  0.841
281.78825000	 -3.39807778	216	OH029.419-00.597	d	18 47 09.180	-03 23 53.08	 0.00	 7.6	  90.8	 122.6	 106.7	15.9	 0.3	  0.4	 13	-	18445-0326	  4.934
281.79098333	 -2.59340000	217	OH030.137-00.232	d	18 47 09.836	-02 35 36.24	 0.00	18.1	  33.9	  67.9	  50.9	17.0	13.2	 12.3	 22	x	18445-0238	  0.283
281.81895000	 -1.85449444	218	OH030.807+00.080	d	18 47 16.548	-01 51 16.18	 0.07	12.5	 -11.5	  15.7	   2.1	13.6	 0.8	  1.0	 42	-	18438-0154	 14.174
281.85075833	 -1.86713056	219	OH030.810+00.046	d	18 47 24.182	-01 52 01.67	 0.20	11.7	  49.8	  77.0	  63.4	13.6	 0.5	  0.6	 42	-	18438-0154	 18.268
281.87160833	 -3.41140833	220	OH029.446-00.677	d	18 47 29.186	-03 24 41.07	 0.01	11.1	 -25.0	   2.3	 -11.4	13.6	 0.5	  0.2	 13	-	18448-0328	  0.359
281.90715833	 -5.18535556	221	OH027.883-01.517	d	18 47 37.718	-05 11 07.28	 0.01	 7.1	  70.4	  99.9	  85.2	14.8	 1.4	  1.8	 20	+	18449-0514	  0.175
281.90889167	 -1.62385278	222	OH031.053+00.105	d	18 47 38.134	-01 37 25.87	 0.24	 7.1	   6.6	  36.1	  21.4	14.8	 0.3	  0.3	 42	-	18443-0141	  7.357
281.92137500	 -1.75326667	223	OH030.944+00.035	d	18 47 41.130	-01 45 11.76	 0.00	 4.0	  27.1	  40.7	  33.9	 6.8	 2.1	 23.2	 42	x	18450-0148	  0.538
281.95847500	 -3.49223333	224	OH029.413-00.791	d	18 47 50.034	-03 29 32.04	 0.00	13.6	 113.5	 136.2	 124.8	11.4	 4.5	  3.5	 12	x	18451-0332	  0.438
281.97750833	 -8.35799444	225	OH025.086-03.022	d	18 47 54.602	-08 21 28.78	 0.14	 5.3	  -4.5	  22.7	   9.1	13.6	 0.6	  0.3	 29	-	18451-0824	  0.096
282.03668750	 -1.94834444	226	OH030.823-00.156	d	18 48 08.805	-01 56 54.04	 0.07	14.2	  74.7	 115.6	  95.2	20.5	 1.5	  0.4	 42	-	18455-0200	  1.299
