#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-18T17:08:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611d3bc2368c7a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-nav=cat:J/A+A/582/A68&tab:{J/A+A/582/A68/maps}&key:source=J/A+A/582/A68/maps&HTTPPRM:&&-ref=VIZ611d3bc2368c7a&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/582/A68/maps
#-order=I
#-out=IDmeas
#-out=Pap
#-out=ID
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=Freq
#-out=Inst
#-out=Res
#-out=Flag
#-out=rms
#-out=Pol
#-out=Nmaps
#-out=ObsdateS
#-out=ObsdateE
#-out=Ref
#-out=BibCode
#-out.all=2
#

#RESOURCE=yCat_35820068
#Name: J/A+A/582/A68
#Title: Database of circumstellar OH masers (Engels+, 2015)
#Table	J_A_A_582_A68_maps:
#Name: J/A+A/582/A68/maps
#Title: Interferometric OH maser observations (oh_maser_maps)
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	IDmeas	(I5)	Observation identification number (1)	[ucd=meta.id;obs]
#Column	Pap	(I3)	Reference identification number (1)	[ucd=meta.bib]
#Column	ID	(I5)	Object identification number (1)	[ucd=meta.id]
#Column	Name	(a15)	Object name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A12)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	Freq	(I4)	Frequency	[ucd=em.freq]
#Column	Inst	(A6)	Name of radio interferometer	[ucd=meta.id;instr]
#Column	Res	(F6.1)	? Spatial resolution	[ucd=pos.angResolution]
#Column	Flag	(A1)	[<] Limit flag for detected maser emission (2)	[ucd=meta.code.error]
#Column	rms	(F6.3)	? Sensitivity of the observation	[ucd=instr.det.noise]
#Column	Pol	(A1)	[1/0] Marker for polarization observations (3)	[ucd=meta.code]
#Column	Nmaps	(I3)	Number of interferometric maps	[ucd=meta.number]
#Column	ObsdateS	(A10)	Observing date of the first map (4)	[ucd=time.epoch]
#Column	ObsdateE	(A10)	Observing date of the last map (4)	[ucd=time.epoch]
#Column	Ref	(A6)	Acronym of the reference (1)	[ucd=meta.ref;pos.frame]
#Column	BibCode	(A19)	Bibliographic Code	[ucd=meta.bib.bibcode]
_RAJ2000	_DEJ2000	IDmeas	Pap	ID	Name	RAJ2000	DEJ2000	Freq	Inst	Res	Flag	rms	Pol	Nmaps	ObsdateS	ObsdateE	Ref	BibCode
331.37620833	+53.35911111	20294	147	10335	IRAS 22036+5306	22 05 30.290	+53 21 32.80	1612	VLA   	1000.0	 	 0.020	0	  1	1990-05-15	1990-05-15	ZIJ01 	2001MNRAS.322..280Z
331.37620833	+53.35911111	20295	147	10335	IRAS 22036+5306	22 05 30.290	+53 21 32.80	1665	VLA   	1000.0	 	 0.035	0	  1	1990-05-15	1990-05-15	ZIJ01 	2001MNRAS.322..280Z
331.37620833	+53.35911111	20296	147	10335	IRAS 22036+5306	22 05 30.290	+53 21 32.80	1667	VLA   	1000.0	 	 0.020	0	  1	1990-05-15	1990-05-15	ZIJ01 	2001MNRAS.322..280Z
249.41666667	-38.33730556	20299	148	 8362	IRAS 16342-3814	16 37 40.000	-38 20 14.30	1667	VLA   	2000.0	 	 0.009	0	  1	1988-10-30	1988-10-30	SAH99B	1999ApJ...514L.115S
249.41666667	-38.33730556	20298	148	 8362	IRAS 16342-3814	16 37 40.000	-38 20 14.30	1665	VLA   	2000.0	 	 0.009	0	  1	1988-10-30	1988-10-30	SAH99B	1999ApJ...514L.115S
249.41666667	-38.33730556	20297	148	 8362	IRAS 16342-3814	16 37 40.000	-38 20 14.30	1612	VLA   	2000.0	 	 0.025	0	  1	1990-08-15	1990-08-15	SAH99B	1999ApJ...514L.115S
294.07851250	+29.54713889	20303	150	 1061	M1- 92         	19 36 18.843	+29 32 49.70	1667	VLA   	1060.0	 	 0.006	0	  1	1983-09-19	1983-09-19	SEA91 	1991ApJ...367..200S
291.70039583	+11.35465000	26171	250	 3455	IRC +10420     	19 26 48.095	+11 21 16.74	1612	VLBI  	  14.0	 	 0.300	1	  1	1977-10-25	1977-10-25	BEN79B	1979ApJ...229L..87B
291.70039583	+11.35465000	26172	250	 3455	IRC +10420     	19 26 48.095	+11 21 16.74	1665	VLBI  	  14.0	 	 0.300	1	  1	1977-10-25	1977-10-25	BEN79B	1979ApJ...229L..87B
311.60641667	+40.11650000	26169	249	25525	NML Cyg        	20 46 25.540	+40 06 59.40	1612	VLBI  	  15.0	 	 0.180	1	  2	1977-04-05	1977-10-26	BEN79A	1979ApJ...233..119B
110.74303750	-25.76756667	26170	249	25477	VY CMa         	07 22 58.329	-25 46 03.24	1612	VLBI  	  15.0	 	 0.180	1	  2	1977-04-05	1977-10-26	BEN79A	1979ApJ...233..119B
051.28620833	+65.53507222	26167	248	18173	OH 138.0+7.3   	03 25 08.690	+65 32 06.26	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
053.37695000	+60.33581944	26168	248	18174	OH 141.7+3.5   	03 33 30.468	+60 20 08.95	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
334.86448750	+59.85597500	26165	248	 3467	OH 104.9+2.4   	22 19 27.477	+59 51 21.51	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
023.46343750	+62.44780278	26166	248	25459	OH 127.8-0.0   	01 33 51.225	+62 26 52.09	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
286.04138333	 +6.21159722	26164	248	  780	OH 39.9-0.0    	19 04 09.932	+06 12 41.75	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
284.62631250	 +6.70718611	26163	248	  770	OH 39.7+1.5    	18 58 30.315	+06 42 25.87	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
283.09037083	 -0.23514444	26161	248	  751	OH 32.8-0.3    	18 52 21.689	-00 14 06.52	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
285.52656250	 +3.33776667	26162	248	  777	OH 37.1-0.8    	19 02 06.375	+03 20 15.96	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
281.46814167	 -1.77953889	26159	248	  713	OH 30.7+0.4    	18 45 52.354	-01 46 46.34	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
282.17907500	 -1.80310000	26160	248	  738	OH 31.0-0.2    	18 48 42.978	-01 48 11.16	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
280.85802917	 -3.92914167	26157	248	  707	OH 28.5-0.0    	18 43 25.927	-03 55 44.91	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
281.78910417	 -2.59385278	26158	248	  726	OH 30.1-0.2    	18 47 09.385	-02 35 37.87	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
279.56080833	 -7.15844167	26155	248	 5352	OH 25.1-0.3    	18 38 14.594	-07 09 30.39	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
281.61120000	 -6.67669167	26156	248	  722	OH 26.4-1.9    	18 46 26.688	-06 40 36.09	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
277.12296250	-10.84215833	26154	248	 5331	OH 20.7+0.1    	18 28 29.511	-10 50 31.77	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
283.09232500	 -0.23646944	25792	238	18134	OH 32.8-0.3    	18 52 22.158	-00 14 11.29	1612	VLA   	1000.0	 	 0.040	0	  1	1982-02-28	1982-02-28	HER85A	1985A&A...143..122H
282.85892917	 -1.06439167	25791	238	18132	OH 32.0-0.5    	18 51 26.143	-01 03 51.81	1612	VLA   	1000.0	 	 0.040	0	  1	1982-02-28	1982-02-28	HER85A	1985A&A...143..122H
282.17889167	 -1.80851667	25790	238	  738	OH 31.0-0.2    	18 48 42.934	-01 48 30.66	1612	VLA   	1000.0	 	 0.030	0	  1	1982-02-28	1982-02-28	HER85A	1985A&A...143..122H
282.17434167	 -2.84135556	25789	238	  732	OH 30.1-0.7    	18 48 41.842	-02 50 28.88	1612	VLA   	1000.0	 	 0.040	0	  1	1982-02-28	1982-02-28	HER85A	1985A&A...143..122H
280.85700000	 -3.93181389	25788	238	  707	OH 28.5-0.0    	18 43 25.680	-03 55 54.53	1612	VLA   	1000.0	 	 0.030	0	  1	1982-02-28	1982-02-28	HER85A	1985A&A...143..122H
279.38507500	 -5.40000000	25787	238	 5585	OH 26.5+0.6    	18 37 32.418	-05 24 00.00	1612	VLA   	1000.0	 	 0.030	0	  1	1982-02-28	1982-02-28	HER85A	1985A&A...143..122H
279.56400833	 -7.16499722	25786	238	 5352	OH 25.1-0.3    	18 38 15.362	-07 09 53.99	1612	VLA   	1000.0	 	 0.030	0	  1	1982-02-28	1982-02-28	HER85A	1985A&A...143..122H
277.12857500	 -9.97056389	25785	238	 5334	OH 21.5+0.5    	18 28 30.858	-09 58 14.03	1612	VLA   	1000.0	 	 0.040	0	  1	1982-02-28	1982-02-28	HER85A	1985A&A...143..122H
277.12807500	-10.84792500	25784	238	 5331	OH 20.7+0.1    	18 28 30.738	-10 50 52.53	1612	VLA   	1000.0	 	 0.040	0	  1	1982-02-28	1982-02-28	HER85A	1985A&A...143..122H
274.89745417	-12.13551667	25783	238	  587	OH 18.5+1.4    	18 19 35.389	-12 08 07.86	1612	VLA   	1000.0	 	 0.030	0	  1	1982-02-28	1982-02-28	HER85A	1985A&A...143..122H
299.39991250	 -1.88615556	25777	236	25513	RR Aql         	19 57 35.979	-01 53 10.16	1612	VLA   	1300.0	 	 0.500	0	  1	1980-11-22	1980-11-22	BOW83 	1983ApJ...274..733B
311.60594583	+40.11650000	25778	236	25525	NML Cyg        	20 46 25.427	+40 06 59.40	1612	VLA   	1300.0	 	 0.500	0	  1	1980-11-22	1980-11-22	BOW83 	1983ApJ...274..733B
286.59219583	 +8.23021944	25775	236	  948	R Aql          	19 06 22.127	+08 13 48.79	1612	VLA   	1300.0	 	 0.500	0	  1	1980-11-22	1980-11-22	BOW83 	1983ApJ...274..733B
291.69997917	+11.35461389	25776	236	 3455	IRC +10420     	19 26 47.995	+11 21 16.61	1612	VLA   	1300.0	 	 0.500	0	  1	1980-11-22	1980-11-22	BOW83 	1983ApJ...274..733B
286.04008750	 +6.22109167	25774	236	  780	OH 39.9+0.0    	19 04 09.621	+06 13 15.93	1612	VLA   	1300.0	 	 0.500	0	  1	1980-11-22	1980-11-22	BOW83 	1983ApJ...274..733B
283.09229583	 -0.23666389	25772	236	18134	OH 32.8-0.3    	18 52 22.151	-00 14 11.99	1612	VLA   	1300.0	 	 0.500	0	  1	1980-11-22	1980-11-22	BOW83 	1983ApJ...274..733B
284.62493750	 +6.71601389	25773	236	  770	OH 39.7+1.5    	18 58 29.985	+06 42 57.65	1612	VLA   	1300.0	 	 0.500	0	  1	1980-11-22	1980-11-22	BOW83 	1983ApJ...274..733B
279.56400833	 -7.16515000	25771	236	 5352	OH 25.1-0.4    	18 38 15.362	-07 09 54.54	1612	VLA   	1300.0	 	 0.500	0	  1	1980-11-22	1980-11-22	BOW83 	1983ApJ...274..733B
281.92150000	 -1.75319444	31565	154	  721	W43A           	18 47 41.160	-01 45 11.50	1612	MERLIN	 300.0	 	 0.006	1	  1	2007-06-04	2007-06-04	AMI10 	2010A&A...509A..26A
257.58875000	-37.04638889	20371	157	 5178	NGC 6302       	17 10 21.300	-37 02 47.00	1612	VLA   	4400.0	 	 0.016	0	  2	1985-06-01	1986-06-01	PAY88 	1988ApJ...326..368P
035.71545417	+58.58651389	25742	232	25461	S Per          	02 22 51.709	+58 35 11.45	1665	MERLIN	 280.0	 	 0.600	0	  1	1982-12-01	1983-01-01	DIA87 	1987A&A...174...95D
257.58875000	-37.04638889	20373	157	 5178	NGC 6302       	17 10 21.300	-37 02 47.00	1667	VLA   	      	 	      	0	  1	1986-06-01	1986-06-01	PAY88 	1988ApJ...326..368P
258.80912500	-17.94636111	20570	158	10328	IRAS 17423-1755	17 15 14.190	-17 56 46.90	1667	VLA   	1300.0	 	 0.019	0	  1	1988-11-01	1988-11-01	BOBR95	1995ApJ...446L..89B
291.09262083	 +9.89907222	20571	159	 5796	Vy 2-2         	19 24 22.229	+09 53 56.66	1612	MERLIN	1600.0	 	 0.016	0	  1	1988-05-01	1988-05-01	SHE90 	1990Natur.344..522S
265.63791667	-27.47361111	20572	159	 5250	OH0.9+1.3      	17 42 33.100	-27 28 25.00	1612	MERLIN	1600.0	 	 0.016	0	  1	1988-05-01	1988-05-01	SHE90 	1990Natur.344..522S
311.60620417	+40.11563889	26939	264	25525	NML Cyg        	20 46 25.489	+40 06 56.30	1612	VLBI  	  44.0	 	      	0	  2	1968-10-11	1969-01-13	WIL70 	1970ApJ...160..545W
291.93341667	+21.50094444	20580	164	 5799	K3-35          	19 27 44.020	+21 30 03.40	1665	VLA   	1000.0	 	      	0	  1	1999-09-06	1999-09-06	MIR01 	2001Natur.414..284M
291.93341667	+21.50094444	20581	164	 5799	K3-35          	19 27 44.020	+21 30 03.40	1667	VLA   	1000.0	 	      	0	  1	1999-09-06	1999-09-06	MIR01 	2001Natur.414..284M
088.95487500	+20.17519167	26142	245	 5411	U Ori          	05 55 49.170	+20 10 30.69	1665	VLBI  	  14.6	 	      	1	  2	1979-04-05	1979-10-01	FIX80 	1980ApJ...241L..95F
272.01643750	-22.22398056	26149	247	25507	VX Sgr         	18 08 03.945	-22 13 26.33	1612	VLA   	1500.0	 	 0.025	0	  1	1980-05-29	1980-05-29	BAU81 	1981ApJ...250L..79B
146.31320417	-22.02923611	26148	247	25486	IRC -20197     	09 45 15.169	-22 01 45.25	1612	VLA   	1500.0	 	 0.025	0	  1	1980-05-29	1980-05-29	BAU81 	1981ApJ...250L..79B
281.91132083	 -1.74909444	26942	265	  721	W43A           	18 47 38.717	-01 44 56.74	1612	VLBI  	1600.0	 	      	1	  1	1971-03-01	1971-04-01	MAS74 	1974MNRAS.166..561M
272.01658750	-22.22870278	26941	265	25507	VX Sgr         	18 08 03.981	-22 13 43.33	1612	VLBI  	1600.0	 	      	1	  1	1971-03-01	1971-04-01	MAS74 	1974MNRAS.166..561M
110.74392083	-25.77074722	26940	265	25477	VY CMa         	07 22 58.541	-25 46 14.69	1612	VLBI  	1600.0	 	      	1	  1	1971-03-01	1971-04-01	MAS74 	1974MNRAS.166..561M
272.01686667	-22.22406389	25749	233	25507	VX Sgr         	18 08 04.048	-22 13 26.63	1667	MERLIN	 300.0	 	      	0	  1	1983-01-01	1983-01-01	CHA86 	1986MNRAS.220..513C
272.01686667	-22.22406389	25748	233	25507	VX Sgr         	18 08 04.048	-22 13 26.63	1665	MERLIN	 300.0	 	      	0	  1	1983-01-01	1983-01-01	CHA86 	1986MNRAS.220..513C
272.01686667	-22.22406389	25747	233	25507	VX Sgr         	18 08 04.048	-22 13 26.63	1612	MERLIN	 300.0	 	 0.050	0	  1	1983-01-01	1983-01-01	CHA86 	1986MNRAS.220..513C
035.71545417	+58.58651389	25743	232	25461	S Per          	02 22 51.709	+58 35 11.45	1667	MERLIN	 280.0	 	 0.600	0	  1	1982-12-01	1983-01-01	DIA87 	1987A&A...174...95D
088.95487083	+20.17519167	25696	146	 5411	U Ori          	05 55 49.169	+20 10 30.69	1667	MERLIN	 160.0	 	 0.030	0	  1	1987-02-15	1987-02-15	CHA91 	1991MNRAS.249..227C
088.95487083	+20.17519167	25691	146	 5411	U Ori          	05 55 49.169	+20 10 30.69	1665	MERLIN	 280.0	 	 0.080	1	  1	1984-07-01	1984-07-01	CHA91 	1991MNRAS.249..227C
088.95487083	+20.17519167	25692	146	 5411	U Ori          	05 55 49.169	+20 10 30.69	1665	MERLIN	 280.0	 	 0.040	0	  1	1986-04-24	1986-04-24	CHA91 	1991MNRAS.249..227C
088.95487083	+20.17519167	25693	146	 5411	U Ori          	05 55 49.169	+20 10 30.69	1665	MERLIN	 160.0	 	 0.030	0	  1	1987-02-12	1987-02-12	CHA91 	1991MNRAS.249..227C
088.95487083	+20.17519167	25694	146	 5411	U Ori          	05 55 49.169	+20 10 30.69	1667	MERLIN	 280.0	 	 0.090	1	  1	1984-07-01	1984-07-01	CHA91 	1991MNRAS.249..227C
088.95487083	+20.17519167	25695	146	 5411	U Ori          	05 55 49.169	+20 10 30.69	1667	MERLIN	 280.0	 	 0.030	0	  1	1986-04-25	1986-04-25	CHA91 	1991MNRAS.249..227C
023.46343750	+62.44814167	25613	222	25459	OH 127.8+0.0   	01 33 51.225	+62 26 53.31	1667	MERLIN	 180.0	 	 0.017	1	  1	2001-12-21	2001-12-21	WOL13 	2013MNRAS.430.2499W
023.46343750	+62.44814167	25612	222	25459	OH 127.8+0.0   	01 33 51.225	+62 26 53.31	1612	MERLIN	 180.0	 	 0.017	1	  1	2001-12-21	2001-12-21	WOL13 	2013MNRAS.430.2499W
286.59271667	 +8.23000278	20700	 93	  948	R Aql          	19 06 22.252	+08 13 48.01	1667	VLBA  	  14.0	<	 0.020	0	  6	2004-02-01	2005-04-01	VLE07 	2007A&A...472..547V
359.60363333	+51.38880556	20701	 93	25541	R Cas          	23 58 24.872	+51 23 19.70	1665	VLBA  	  14.0	<	 0.020	0	  6	2004-02-01	2005-04-01	VLE07 	2007A&A...472..547V
359.60363333	+51.38880556	20702	 93	25541	R Cas          	23 58 24.872	+51 23 19.70	1667	VLBA  	  14.0	<	 0.020	0	  6	2004-02-01	2005-04-01	VLE07 	2007A&A...472..547V
000.83945833	+55.68105556	20703	 93	25542	Y Cas          	00 03 21.470	+55 40 51.80	1665	VLBA  	  14.0	<	 0.020	0	  6	2004-02-01	2005-04-01	VLE07 	2007A&A...472..547V
000.83945833	+55.68105556	20704	 93	25542	Y Cas          	00 03 21.470	+55 40 51.80	1667	VLBA  	  14.0	<	 0.020	0	  6	2004-02-01	2005-04-01	VLE07 	2007A&A...472..547V
230.34981667	+31.36738333	20696	 93	25502	S Crb          	15 21 23.956	+31 22 02.58	1665	VLBA  	  14.0	<	 0.020	0	  6	2004-02-01	2005-04-01	VLE07 	2007A&A...472..547V
299.40025000	 -1.88648056	20697	 93	25513	RR Aql         	19 57 36.060	-01 53 11.33	1665	VLBA  	  14.0	 	 0.012	0	  6	2004-02-01	2005-04-01	VLE07 	2007A&A...472..547V
299.40025000	 -1.88648056	20698	 93	25513	RR Aql         	19 57 36.060	-01 53 11.33	1667	VLBA  	  14.0	<	 0.020	0	  6	2004-02-01	2005-04-01	VLE07 	2007A&A...472..547V
286.59271667	 +8.23000278	20699	 93	  948	R Aql          	19 06 22.252	+08 13 48.01	1665	VLBA  	  14.0	<	 0.020	0	  6	2004-02-01	2005-04-01	VLE07 	2007A&A...472..547V
230.34981667	+31.36738333	20695	 93	25502	S Crb          	15 21 23.956	+31 22 02.58	1667	VLBA  	  14.0	 	 0.012	0	  6	2004-02-01	2005-04-01	VLE07 	2007A&A...472..547V
246.44779583	+18.89246389	20694	 93	10453	U Her          	16 25 47.471	+18 53 32.87	1667	VLBA  	  14.0	 	 0.012	0	  6	2004-02-01	2005-04-01	VLE07 	2007A&A...472..547V
246.44779583	+18.89246389	20693	 93	10453	U Her          	16 25 47.471	+18 53 32.87	1665	VLBA  	  14.0	 	 0.012	0	  6	2004-02-01	2005-04-01	VLE07 	2007A&A...472..547V
311.60494583	+40.11646944	22007	191	25525	NML Cyg        	20 46 25.187	+40 06 59.29	1665	MERLIN	 170.0	 	 0.008	1	  1	1993-10-24	1993-10-24	ETO04A	2004MNRAS.348...34E
311.60494583	+40.11646944	22006	191	25525	NML Cyg        	20 46 25.187	+40 06 59.29	1612	MERLIN	 170.0	 	 0.008	1	  1	1993-10-24	1993-10-24	ETO04A	2004MNRAS.348...34E
277.62634583	-14.48144167	26153	248	 5337	OH 17.7-2.0    	18 30 30.323	-14 28 53.19	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
274.10524167	-14.91819444	26152	248	  576	OH 15.7+0.8    	18 16 25.258	-14 55 05.50	1612	VLBI  	  40.0	 	      	0	  1	1978-05-24	1978-05-26	BOW80 	1980ApJ...242.1088B
279.38507500	 -5.39979444	26151	247	 5585	OH 26.5+0.6    	18 37 32.418	-05 23 59.26	1612	VLA   	1500.0	 	 0.025	0	  1	1980-05-29	1980-05-29	BAU81 	1981ApJ...250L..79B
276.02176667	-12.43674722	26150	247	  611	OH 1821-12     	18 24 05.224	-12 26 12.29	1612	VLA   	1500.0	 	 0.025	0	  1	1980-05-29	1980-05-29	BAU81 	1981ApJ...250L..79B
291.69997917	+11.35464167	22665	196	 3455	IRC+10420      	19 26 47.995	+11 21 16.71	1667	VLA   	1000.0	 	      	0	  1	1982-04-17	1982-04-17	BOW84 	1984ApJ...279..350B
291.69997917	+11.35464167	22664	196	 3455	IRC+10420      	19 26 47.995	+11 21 16.71	1612	VLA   	1000.0	 	      	0	  1	1982-04-17	1982-04-17	BOW84 	1984ApJ...279..350B
334.86450000	+59.85602778	22667	197	 3467	OH 104.9+2.4   	22 19 27.480	+59 51 21.70	1612	MERLIN	      	 	 0.100	0	  1	1981-03-01	1981-03-01	NOR82 	1982Natur.299..131N
023.46337500	+62.44811111	22666	197	25459	OH 127.8+0.0   	01 33 51.210	+62 26 53.20	1612	MERLIN	      	 	 0.100	0	  1	1981-03-01	1981-03-01	NOR82 	1982Natur.299..131N
023.46337500	+62.44811111	22668	198	25459	OH 127.8+0.0   	01 33 51.210	+62 26 53.20	1612	EVN   	      	 	      	0	  1	1981-02-01	1981-02-01	NOR84 	1984MNRAS.208..435N
334.86450000	+59.85602778	22669	198	 3467	OH 104.9+2.4   	22 19 27.480	+59 51 21.70	1612	EVN   	      	 	      	0	  1	1981-02-01	1981-02-01	NOR84 	1984MNRAS.208..435N
311.60641667	+40.11650000	22670	199	25525	NML CYG        	20 46 25.540	+40 06 59.40	1612	MERLIN	 250.0	 	 0.100	0	  1	1981-03-01	1981-03-01	DIA84 	1984MNRAS.207..611D
292.84351250	+18.22208611	22671	200	18158	OH 53.6-0.2    	19 31 22.443	+18 13 19.51	1612	MERLIN	 280.0	 	 0.250	0	  1	1981-03-01	1981-03-01	CHA84 	1984MNRAS.207..149C
051.28621250	+65.53529444	22672	200	18173	OH138.0+7.2    	03 25 08.691	+65 32 07.06	1612	MERLIN	 280.0	 	 0.250	0	  1	1981-03-01	1981-03-01	CHA84 	1984MNRAS.207..149C
053.37695000	+60.33581944	22673	200	18174	OH141.7+3.5    	03 33 30.468	+60 20 08.95	1612	MERLIN	 280.0	 	 0.250	0	  1	1981-03-01	1981-03-01	CHA84 	1984MNRAS.207..149C
279.38545833	 -5.39977778	24856	216	 5585	OH26.5+0.6     	18 37 32.510	-05 23 59.20	1612	MERLIN	 350.0	 	 0.008	1	  1	1993-12-12	1993-12-12	ETO10 	2010MNRAS.406.2218E
311.60641667	+40.11650000	26938	263	25525	NML Cyg        	20 46 25.540	+40 06 59.40	1612	VLBI  	1600.0	 	      	0	  1	          	          	DAV72 	1972NPhS..237...21D
053.37716250	+60.33593056	25782	236	18174	OH 141.7+3.5   	03 33 30.519	+60 20 09.35	1612	VLA   	1300.0	 	 0.500	0	  1	1980-11-22	1980-11-22	BOW83 	1983ApJ...274..733B
051.28487083	+65.53529722	25781	236	18173	OH 138.0+7.3   	03 25 08.369	+65 32 07.07	1612	VLA   	1300.0	 	 0.500	0	  1	1980-11-22	1980-11-22	BOW83 	1983ApJ...274..733B
023.46314583	+62.44813889	25780	236	25459	OH 127.8-0.0   	01 33 51.155	+62 26 53.30	1612	VLA   	1300.0	 	 0.500	0	  1	1980-11-22	1980-11-22	BOW83 	1983ApJ...274..733B
016.60798333	+12.59812222	25779	236	25736	IRC +10011     	01 06 25.916	+12 35 53.24	1612	VLA   	1300.0	 	 0.500	0	  1	1980-11-22	1980-11-22	BOW83 	1983ApJ...274..733B
110.74303750	-25.76756667	26947	267	25477	VY CMa         	07 22 58.329	-25 46 03.24	1667	VLBI  	  20.0	 	      	0	  1	1974-12-03	1974-12-05	REI78 	1978ApJ...220..229R
110.74303750	-25.76756667	26946	267	25477	VY CMa         	07 22 58.329	-25 46 03.24	1665	VLBI  	  20.0	 	      	0	  1	1974-12-03	1974-12-05	REI78 	1978ApJ...220..229R
110.74303750	-25.76756667	26945	267	25477	VY CMa         	07 22 58.329	-25 46 03.24	1612	VLBI  	  20.0	 	      	0	  1	1974-12-03	1975-01-23	REI78 	1978ApJ...220..229R
311.60662083	+40.11564167	26943	265	25525	NML Cyg        	20 46 25.589	+40 06 56.31	1612	VLBI  	1600.0	 	      	1	  1	1971-03-01	1971-04-01	MAS74 	1974MNRAS.166..561M
279.38545833	 -5.39977778	24857	216	 5585	OH26.5+0.6     	18 37 32.510	-05 23 59.20	1665	MERLIN	 350.0	 	 0.008	1	  1	1993-12-12	1993-12-12	ETO10 	2010MNRAS.406.2218E
279.38545833	 -5.39977778	24858	216	 5585	OH26.5+0.6     	18 37 32.510	-05 23 59.20	1667	MERLIN	 350.0	 	 0.008	1	  1	1993-12-12	1993-12-12	ETO10 	2010MNRAS.406.2218E
291.70039583	+11.35465000	26951	269	 3455	IRC +10420     	19 26 48.095	+11 21 16.74	1612	VLBI  	  90.0	 	 3.000	0	  1	1977-11-20	1977-11-20	MUT79 	1979ApJ...228..771M
035.71545417	+58.58651389	26952	270	25461	S Per          	02 22 51.709	+58 35 11.45	1665	VLBI  	   2.0	 	 0.005	1	  1	1997-03-01	1997-03-01	MAS99 	1999NewAR..43..563M
035.71545417	+58.58651389	26953	270	25461	S Per          	02 22 51.709	+58 35 11.45	1667	VLBI  	   2.0	 	 0.005	1	  1	1997-03-01	1997-03-01	MAS99 	1999NewAR..43..563M
