#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-08-18T17:07:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ611d3bc2368c7a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=40	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-nav=cat:J/A+A/582/A68&tab:{J/A+A/582/A68/oh_maser}&key:source=J/A+A/582/A68/oh_maser&HTTPPRM:&&-ref=VIZ611d3bc2368c7a&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/582/A68/oh_maser
#-order=I
#-out=Obs
#-out=IDobs
#-out=Pap
#-out=ID
#-out=Name
#-out=Freq
#-out=SpType
#-out=RAJ2000
#-out=DEJ2000
#-out=vel-blue
#-out.all=2
#-out=vel-red
#-out=e_vel
#-out=vel-cent
#-out=vel-shell
#-out=Flag
#-out=Sblue
#-out=Sred
#-out=Iblue
#-out=Ired
#-out=Ref
#-out=Monitor
#-out=Maps
#-out=BibCode
#-out=SimbadName
#-out.all=2
#

#RESOURCE=yCat_35820068
#Name: J/A+A/582/A68
#Title: Database of circumstellar OH masers (Engels+, 2015)
#Table	J_A_A_582_A68_oh_maser:
#Name: J/A+A/582/A68/oh_maser
#Title: OH maser observations
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Obs	(I1)	[1/3]? Prioritized observations (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	IDobs	(I5)	Observation identification number (1)	[ucd=meta.id;obs]
#Column	Pap	(I3)	Reference identification number (1)	[ucd=meta.bib]
#Column	ID	(I5)	Object identification number (1)	[ucd=meta.id]
#Column	Name	(a16)	Object name	[ucd=meta.id;meta.main]
#Column	Freq	(I4)	Frequency	[ucd=em.freq]
#Column	SpType	(A1)	[DSI] Spectral type of maser profile (2)	[ucd=src.spType]
#Column	RAJ2000	(A12)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	vel-blue	(F6.1)	? Velocity of blue-shifted maser peak	[ucd=spect.dopplerVeloc]
#Column	vel-red	(F6.1)	? Velocity of red-shifted maser peak	[ucd=spect.dopplerVeloc]
#Column	e_vel	(F5.2)	? Velocity resolution	[ucd=stat.error]
#Column	vel-cent	(F6.1)	? Radial velocity	[ucd=spect.dopplerVeloc]
#Column	vel-shell	(F5.1)	? Expansion velocity of the maser shell	[ucd=phys.veloc.expansion]
#Column	Flag	(A1)	[><=:.&] Flag for detected maser emission (3)	[ucd=meta.code.error]
#Column	Sblue	(F8.3)	? Flux density of blue-shifted maser peak (4)	[ucd=phot.flux]
#Column	Sred	(F7.3)	? Flux density of red-shifted maser peak	[ucd=phot.flux]
#Column	Iblue	(F8.3)	? Integral flux of blue-shifted maser peak (4)	[ucd=phot.flux.density;stat.max]
#Column	Ired	(F7.3)	? Integral flux of red-shifted maser peak (4)	[ucd=phot.flux.density;stat.max]
#Column	Ref	(A6)	Acronym of the reference (1)	[ucd=meta.ref;pos.frame]
#Column	Monitor	(I1)	[0/1] Presence in monitor.dat file (5)	[ucd=meta.code]
#Column	Maps	(I1)	[0/1] Presence in maps.dat file (6)	[ucd=meta.code]
#Column	BibCode	(A19)	Bibliographic Code	[ucd=meta.bib.bibcode]
#Column	SimbadName	(a16)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000	_DEJ2000	Obs	IDobs	Pap	ID	Name	Freq	SpType	RAJ2000	DEJ2000	vel-blue	vel-red	e_vel	vel-cent	vel-shell	Flag	Sblue	Sred	Iblue	Ired	Ref	Monitor	Maps	BibCode	SimbadName
273.57551667	-13.60364722	1	  567	  3	  567	OH016.613+01.851	1612	D	18 14 18.124	-13 36 13.13	  72.6	  93.1	 1.00	  82.8	 10.2	 	   0.157	  0.321	        	       	SEV01A	0	0	2001A&A...366..481S	
273.61487500	-17.30475000	1	  568	  3	  568	OH013.379+00.050	1612	D	18 14 27.570	-17 18 17.10	  38.6	  65.8	 1.00	  52.2	 13.6	 	   0.066	  0.258	        	       	SEV01A	0	0	2001A&A...366..481S	
273.62554167	-17.71855556	1	  569	  3	  569	OH013.021-00.157	1612	D	18 14 30.130	-17 43 06.80	 -45.4	 -11.3	 1.00	 -28.4	 17.0	 	   1.629	  1.726	        	       	SEV01A	0	0	2001A&A...366..481S	
273.62792083	-21.64124444	1	  570	  3	  570	OH009.574-02.032	1612	D	18 14 30.701	-21 38 28.48	  -6.8	  22.7	 1.00	   7.9	 14.8	 	   2.460	  2.237	        	       	SEV01A	0	0	2001A&A...366..481S	
273.65309583	-15.91086944	1	  571	  3	  571	OH014.622+00.684	1612	D	18 14 36.743	-15 54 39.13	 129.4	 161.1	 1.00	 145.2	 15.9	 	   0.434	  0.252	        	       	SEV01A	0	0	2001A&A...366..481S	
273.71467083	-14.27181667	1	  572	  3	  572	OH016.090+01.414	1612	D	18 14 51.521	-14 16 18.54	  29.5	  63.6	 1.00	  46.5	 17.0	 	   0.709	  0.950	        	       	SEV01A	0	0	2001A&A...366..481S	
273.83864167	-20.72563333	1	  573	  3	  573	OH010.474-01.768	1612	D	18 15 21.274	-20 43 32.28	-106.7	 -79.4	 1.00	 -93.1	 13.6	 	   0.090	  0.231	        	       	SEV01A	0	0	2001A&A...366..481S	
273.98325833	-17.50703056	1	  574	  3	  574	OH013.369-00.355	1612	D	18 15 55.982	-17 30 25.31	  27.2	  68.1	 1.00	  47.7	 20.5	 	   0.283	  0.324	        	       	SEV01A	0	0	2001A&A...366..481S	
274.04712917	-16.80024722	1	  575	  3	  575	OH014.020-00.073	1612	D	18 16 11.311	-16 48 00.89	-131.7	 -97.6	 1.00	-114.7	 17.0	 	   0.756	  0.988	        	       	SEV01A	0	0	2001A&A...366..481S	
274.10703333	-14.92143333	1	  576	  3	  576	OH015.700+00.770	1612	D	18 16 25.688	-14 55 17.16	 -15.9	  13.6	 1.00	  -1.1	 14.8	 	   9.641	  7.877	        	       	SEV01A	1	1	2001A&A...366..481S	OH015.700+00.770
274.20510833	-18.25043611	1	  577	  3	  577	OH012.816-00.895	1612	D	18 16 49.226	-18 15 01.57	 -68.1	 -43.1	 1.00	 -55.6	 12.5	 	   4.752	  4.236	        	       	SEV01A	0	1	2001A&A...366..481S	
274.21431250	-16.41973889	1	  578	  3	  578	OH014.431-00.033	1612	D	18 16 51.435	-16 25 11.06	  34.1	  38.6	 1.00	  36.3	  2.2	 	   0.448	  0.625	        	       	SEV01A	0	0	2001A&A...366..481S	
274.25280833	-16.30020833	1	  579	  3	  579	OH014.554-00.008	1612	D	18 17 00.674	-16 18 00.75	  18.2	  49.9	 1.00	  34.0	 15.9	 	   1.123	  1.464	        	       	SEV01A	0	0	2001A&A...366..481S	
274.25867917	-17.48967500	1	  580	  3	  580	OH013.510-00.578	1612	D	18 17 02.083	-17 29 22.83	  72.6	  81.7	 1.00	  77.2	  4.6	 	   0.232	  0.927	        	       	SEV01A	0	0	2001A&A...366..481S	
274.38407500	 -9.75050833	1	  581	  3	  581	OH020.384+02.984	1612	S	18 17 32.178	-09 45 01.83	  31.8	      	 1.00	  31.8	     	 	   3.359	       	        	       	SEV01A	0	0	2001A&A...366..481S	
274.49395833	 -9.30871944	1	  582	  3	  582	OH020.825+03.097	1612	D	18 17 58.550	-09 18 31.39	  13.6	  40.9	 1.00	  27.2	 13.6	 	   2.588	  3.108	        	       	SEV01A	0	0	2001A&A...366..481S	
274.54405000	-16.13695000	1	  583	  3	  583	OH014.830-00.177	1612	D	18 18 10.572	-16 08 13.02	 -59.0	 -36.3	 1.00	 -47.7	 11.4	 	   0.877	  0.654	        	       	SEV01A	0	0	2001A&A...366..481S	
274.65953750	-12.37711111	1	  584	  3	  584	OH018.195+01.504	1612	D	18 18 38.289	-12 22 37.60	  38.6	  65.8	 1.00	  52.2	 13.6	 	   0.341	  0.512	        	       	SEV01A	0	0	2001A&A...366..481S	
274.72497083	-15.57785833	1	  585	  3	  585	OH015.405-00.066	1612	D	18 18 53.993	-15 34 40.29	 -43.1	 -13.6	 1.00	 -28.4	 14.8	 	   0.804	  1.684	        	       	SEV01A	0	0	2001A&A...366..481S	
274.78556250	-14.41731667	1	  586	  3	  586	OH016.455+00.432	1612	D	18 19 08.535	-14 25 02.34	  18.2	  45.4	 1.00	  31.8	 13.6	 	   0.313	  0.183	        	       	SEV01A	0	0	2001A&A...366..481S	
274.89772083	-12.13568889	1	  587	  3	  587	OH018.518+01.413	1612	D	18 19 35.453	-12 08 08.48	 165.7	 186.1	 1.00	 175.9	 10.2	 	   3.182	  3.007	        	       	SEV01A	1	1	2001A&A...366..481S	
274.91597500	-16.55155278	1	  588	  3	  588	OH014.634-00.688	1612	D	18 19 39.834	-16 33 05.59	 -88.5	 -61.3	 1.00	 -74.9	 13.6	 	   0.287	  0.220	        	       	SEV01A	0	0	2001A&A...366..481S	
274.91813750	-14.72258333	1	  589	  3	  589	OH016.247+00.174	1612	D	18 19 40.353	-14 43 21.30	  -6.8	  36.3	 1.00	  14.8	 21.5	 	   0.513	  0.588	        	       	SEV01A	0	0	2001A&A...366..481S	
274.91844167	-11.88305000	1	  590	  3	  590	OH018.750+01.514	1612	D	18 19 40.426	-11 52 58.98	 -15.9	  15.9	 1.00	   0.0	 15.9	 	   0.563	  0.368	        	       	SEV01A	0	0	2001A&A...366..481S	
274.98405417	 -9.79475556	1	  591	  3	  591	OH020.624+02.441	1612	D	18 19 56.173	-09 47 41.12	   2.3	  34.1	 1.00	  18.2	 15.9	 	   0.544	  0.404	        	       	SEV01A	0	0	2001A&A...366..481S	
275.06672500	-16.68444722	1	  592	  3	  592	OH014.585-00.878	1612	D	18 20 16.014	-16 41 04.01	  56.7	  90.8	 1.00	  73.8	 17.0	 	   0.183	  0.223	        	       	SEV01A	0	0	2001A&A...366..481S	
275.07381250	-11.78017778	1	  593	  3	  593	OH018.913+01.429	1612	D	18 20 17.715	-11 46 48.64	  47.7	  77.2	 1.00	  62.5	 14.8	 	   0.211	  0.176	        	       	SEV01A	0	0	2001A&A...366..481S	
275.13098750	-14.34323611	1	  594	  3	  594	OH016.678+00.172	1612	D	18 20 31.437	-14 20 35.65	  13.6	  38.6	 1.00	  26.1	 12.5	 	   0.542	  0.315	        	       	SEV01A	0	0	2001A&A...366..481S	
275.15399167	-18.78604167	1	  595	  3	  595	OH012.769-01.941	1612	D	18 20 36.958	-18 47 09.75	  -6.8	  31.8	 1.00	  12.5	 19.3	 	   6.928	  3.729	        	       	SEV01A	1	0	2001A&A...366..481S	
275.27891250	-15.05614167	 	  596	  3	 5325	OH016.117-00.291	1612	D	18 21 06.939	-15 03 22.11	   0.0	  43.1	 1.00	  21.5	 21.5	 	   6.804	  9.386	        	       	SEV01A	1	1	2001A&A...366..481S	OH016.117-00.291
275.28417083	 -8.81077222	1	  597	  3	  597	OH021.633+02.642	1612	D	18 21 08.201	-08 48 38.78	 -27.2	   4.5	 1.00	 -11.4	 15.9	 	   0.407	  0.716	        	       	SEV01A	0	0	2001A&A...366..481S	
275.45751250	-14.17611389	1	  598	  3	  598	OH016.975-00.029	1612	D	18 21 49.803	-14 10 34.01	  34.1	  65.8	 1.00	  50.0	 15.9	 	   1.471	  1.765	        	       	SEV01A	0	0	2001A&A...366..481S	
275.56631250	-14.37473333	1	  599	  3	  599	OH016.849-00.215	1612	D	18 22 15.915	-14 22 29.04	   4.5	  38.6	 1.00	  21.5	 17.0	 	   0.912	  0.453	        	       	SEV01A	0	0	2001A&A...366..481S	
275.60712500	-20.50810556	1	  600	  3	  600	OH011.447-03.125	1612	D	18 22 25.710	-20 30 29.18	 -77.2	 -47.7	 1.00	 -62.5	 14.8	 	   0.230	  0.115	        	       	SEV01A	0	0	2001A&A...366..481S	
275.63608750	-19.34303333	1	  601	  3	  601	OH012.491-02.605	1612	D	18 22 32.661	-19 20 34.92	 -27.2	   6.8	 1.00	 -10.2	 17.0	 	   0.152	  0.162	        	       	SEV01A	0	0	2001A&A...366..481S	
275.64144583	-15.10349722	1	  602	  3	  602	OH016.240-00.622	1612	D	18 22 33.947	-15 06 12.59	  25.0	  59.0	 1.00	  42.0	 17.0	 	   0.204	  0.654	        	       	SEV01A	0	0	2001A&A...366..481S	
275.67165417	-13.68249722	1	  603	  3	  603	OH017.508+00.019	1612	D	18 22 41.197	-13 40 56.99	  52.2	  81.7	 1.00	  66.9	 14.8	 	   0.799	  1.105	        	       	SEV01A	0	0	2001A&A...366..481S	
275.67942500	-12.79495833	1	  604	  3	  604	OH018.296+00.429	1612	D	18 22 43.062	-12 47 41.85	  34.0	  63.6	 1.00	  48.8	 14.8	 	   1.122	  1.214	        	       	SEV01A	1	0	2001A&A...366..481S	
275.82444167	-13.71324167	1	  605	  3	  605	OH017.551-00.126	1612	D	18 23 17.866	-13 42 47.67	  27.2	  56.8	 1.00	  42.0	 14.8	 	   1.799	  1.095	        	       	SEV01A	0	0	2001A&A...366..481S	
275.85749583	-15.03469444	1	  606	  3	  606	OH016.398-00.774	1612	D	18 23 25.799	-15 02 04.90	 -74.9	 -43.1	 1.00	 -59.0	 15.9	 	   0.631	  0.270	        	       	SEV01A	0	0	2001A&A...366..481S	
275.86966667	-10.45574444	1	  607	  3	  607	OH020.449+01.361	1612	D	18 23 28.720	-10 27 20.68	  20.4	  56.7	 1.00	  38.5	 18.1	 	   0.475	  0.661	        	       	SEV01A	0	0	2001A&A...366..481S	
275.89579167	-13.93044722	1	  608	  3	  608	OH017.391-00.289	1612	D	18 23 34.990	-13 55 49.61	  13.6	  45.4	 1.00	  29.5	 15.9	 	   2.841	  1.935	        	       	SEV01A	1	0	2001A&A...366..481S	
275.96222083	-12.84488611	1	  609	  3	  609	OH018.381+00.162	1612	D	18 23 50.933	-12 50 41.59	  11.4	  29.5	 1.00	  20.5	  9.1	 	   4.390	  0.446	        	       	SEV01A	0	0	2001A&A...366..481S	
276.00647083	-18.39016389	1	  610	  3	  610	OH013.498-02.469	1612	D	18 24 01.553	-18 23 24.59	  15.9	  40.9	 1.00	  28.4	 12.5	 	   1.029	  0.341	        	       	SEV01A	0	0	2001A&A...366..481S	
276.02206250	-12.43674167	1	  611	  3	  611	OH018.769+00.302	1612	D	18 24 05.295	-12 26 12.27	  -2.3	  27.2	 1.00	  12.4	 14.8	 	   5.384	  3.638	        	       	SEV01A	1	1	2001A&A...366..481S	
276.07770000	-10.60879167	1	  612	  3	  612	OH020.410+01.109	1612	D	18 24 18.648	-10 36 31.65	  81.7	 111.2	 1.00	  96.4	 14.8	 	   0.485	  0.668	        	       	SEV01A	0	0	2001A&A...366..481S	
276.15095833	-12.85163611	1	  613	  3	  613	OH018.461-00.003	1612	S	18 24 36.230	-12 51 05.89	  49.9	      	 1.00	  49.9	     	 	   0.355	       	        	       	SEV01A	0	0	2001A&A...366..481S	
276.17217083	 -7.40229444	1	  614	  3	  614	OH023.290+02.524	1612	D	18 24 41.321	-07 24 08.26	  63.6	  99.9	 1.00	  81.8	 18.1	 	   0.178	  0.458	        	       	SEV01A	0	0	2001A&A...366..481S	
276.19633750	-12.31983889	1	  615	  3	  615	OH018.952+00.206	1612	D	18 24 47.121	-12 19 11.42	  22.7	  54.5	 1.00	  38.6	 15.9	 	   1.415	  0.539	        	       	SEV01A	0	0	2001A&A...366..481S	
276.28941667	-13.45032222	1	  616	  3	  616	OH017.995-00.402	1612	D	18 25 09.460	-13 27 01.16	  27.2	  38.6	 1.00	  32.9	  5.7	 	   0.835	  1.476	        	       	SEV01A	0	0	2001A&A...366..481S	
276.36481667	-13.27957222	1	  617	  3	  617	OH018.180-00.388	1612	D	18 25 27.556	-13 16 46.46	  70.4	  97.6	 1.00	  84.0	 13.6	 	   0.529	  0.876	        	       	SEV01A	0	0	2001A&A...366..481S	
276.49928333	-12.48483333	1	  618	  3	  618	OH018.944-00.133	1612	D	18 25 59.828	-12 29 05.40	 -15.9	  27.2	 1.00	   5.7	 21.5	 	   1.516	  1.490	        	       	SEV01A	0	0	2001A&A...366..481S	
276.54373333	-14.47229444	1	  619	  3	  619	OH017.206-01.098	1612	D	18 26 10.496	-14 28 20.26	 158.9	 183.8	 1.00	 171.4	 12.4	 	   0.363	  0.686	        	       	SEV01A	0	0	2001A&A...366..481S	
276.56601667	-14.70748889	1	  620	  3	  620	OH017.008-01.226	1612	D	18 26 15.844	-14 42 26.96	  -6.8	  11.4	 1.00	   2.3	  9.1	 	   0.972	  0.613	        	       	SEV01A	0	0	2001A&A...366..481S	
276.63459167	-14.34181111	1	  621	  3	  621	OH017.362-01.115	1612	D	18 26 32.302	-14 20 30.52	  63.6	  90.8	 1.00	  77.2	 13.6	 	   0.392	  0.786	        	       	SEV01A	0	0	2001A&A...366..481S	
276.80030000	 -5.85000278	1	  622	  3	  622	OH024.957+02.693	1612	D	18 27 12.072	-05 51 00.01	 -15.9	  15.9	 1.00	   0.0	 15.9	 	   0.526	  0.552	        	       	SEV01A	0	0	2001A&A...366..481S	
276.82583750	-11.96353611	1	  623	  3	  623	OH019.554-00.172	1612	D	18 27 18.201	-11 57 48.73	 129.4	 156.6	 1.00	 143.0	 13.6	 	   0.952	  1.815	        	       	SEV01A	0	0	2001A&A...366..481S	
276.83519167	-11.08958611	1	  624	  3	  624	OH020.332+00.227	1612	D	18 27 20.446	-11 05 22.51	 109.0	 133.9	 1.00	 121.4	 12.4	 	   1.122	  1.509	        	       	SEV01A	0	0	2001A&A...366..481S	
276.84845417	-12.98403333	1	  625	  3	  625	OH018.661-00.666	1612	D	18 27 23.629	-12 59 02.52	  11.4	  47.7	 1.00	  29.5	 18.1	 	   0.448	  0.361	        	       	SEV01A	0	0	2001A&A...366..481S	
276.84901667	-10.50603056	 	  783	  3	 5698	OH020.854+00.486	1612	S	18 27 23.764	-10 30 21.71	  54.5	      	 1.00	  54.5	     	 	   3.857	       	        	       	SEV01A	0	0	2001A&A...366..481S	OH020.854+00.486
276.98490000	-10.78170278	1	  627	  3	  627	OH020.673+00.240	1612	D	18 27 56.376	-10 46 54.13	  72.6	 111.2	 1.00	  91.9	 19.3	 	   0.840	  1.220	        	       	SEV01A	0	0	2001A&A...366..481S	
277.05780000	-11.26938889	1	  628	  3	  628	OH020.274-00.050	1612	D	18 28 13.872	-11 16 09.80	  11.4	  43.1	 1.00	  27.2	 15.9	 	   3.832	  3.626	        	       	SEV01A	1	0	2001A&A...366..481S	
277.12840833	-10.84805278	 	  626	  3	 5331	OH020.679+00.084	1612	D	18 28 30.818	-10 50 52.99	 118.0	 154.4	 1.00	 136.2	 18.2	 	   5.805	  3.056	        	       	SEV01A	1	1	2001A&A...366..481S	OH020.679+00.084
277.12890417	 -9.97064722	 	  629	  3	 5334	OH021.457+00.491	1612	D	18 28 30.937	-09 58 14.33	  97.6	 133.9	 1.00	 115.8	 18.1	 	  18.928	 17.786	        	       	SEV01A	1	1	2001A&A...366..481S	OH021.457+00.491
277.14246667	-13.25365278	1	  631	  3	  631	OH018.555-01.045	1612	D	18 28 34.192	-13 15 13.15	  54.5	  79.4	 1.00	  66.9	 12.4	 	   0.225	  0.193	        	       	SEV01A	0	0	2001A&A...366..481S	
277.24937500	 -7.55636944	1	  632	  3	  632	OH023.651+01.506	1612	D	18 28 59.850	-07 33 22.93	  65.8	  93.1	 1.00	  79.4	 13.6	 	   0.442	  0.861	        	       	SEV01A	0	0	2001A&A...366..481S	
277.36984167	-12.63142222	1	  633	  3	  633	OH019.209-00.953	1612	D	18 29 28.762	-12 37 53.12	  34.0	  68.1	 1.00	  51.0	 17.0	 	   2.101	  2.018	        	       	SEV01A	0	1	2001A&A...366..481S	
277.39612500	-11.73998333	1	  634	  3	  634	OH020.011-00.562	1612	D	18 29 35.070	-11 44 23.94	  59.0	  95.3	 1.00	  77.2	 18.1	 	   0.310	  0.166	        	       	SEV01A	0	0	2001A&A...366..481S	
277.39802500	-11.26497500	1	  635	  3	  635	OH020.433-00.344	1612	D	18 29 35.526	-11 15 53.91	  25.0	  59.0	 1.00	  42.0	 17.0	 	   1.223	  2.195	        	       	SEV01A	0	0	2001A&A...366..481S	
277.46393333	-14.55791389	1	  636	  3	  636	OH017.544-01.926	1612	D	18 29 51.344	-14 33 28.49	  31.8	  52.2	 1.00	  42.0	 10.2	 	   0.933	  1.039	        	       	SEV01A	0	0	2001A&A...366..481S	
277.46423750	 -9.05932222	1	  637	  3	  637	OH022.417+00.621	1612	D	18 29 51.417	-09 03 33.56	 -11.3	  11.4	 1.00	   0.0	 11.4	 	   0.553	  0.404	        	       	SEV01A	0	0	2001A&A...366..481S	
277.48673750	-11.78151111	1	  638	  3	  638	OH020.015-00.660	1612	D	18 29 56.817	-11 46 53.44	  -6.8	  15.9	 1.00	   4.6	 11.4	 	   0.328	  0.288	        	       	SEV01A	0	0	2001A&A...366..481S	
277.52893750	 -7.61466944	1	  639	  3	  639	OH023.727+01.234	1612	D	18 30 06.945	-07 36 52.81	 -13.6	  13.6	 1.00	   0.0	 13.6	 	   2.484	  1.165	        	       	SEV01A	0	0	2001A&A...366..481S	
277.61772917	-11.15021944	1	  640	  3	  640	OH020.634-00.482	1612	D	18 30 28.255	-11 09 00.79	  -4.5	  27.2	 1.00	  11.4	 15.9	 	   0.182	  0.458	        	       	SEV01A	0	0	2001A&A...366..481S	
277.62781667	-14.48271667	 	  630	  3	 5337	OH017.684-02.032	1612	D	18 30 30.676	-14 28 57.78	  49.9	  72.6	 1.00	  61.2	 11.4	 	  30.567	 39.044	        	       	SEV01A	1	1	2001A&A...366..481S	OH017.684-02.032
277.62873750	-10.95929444	1	  642	  3	  642	OH020.809-00.403	1612	D	18 30 30.897	-10 57 33.46	  86.3	 120.3	 1.00	 103.3	 17.0	 	   0.357	  0.803	        	       	SEV01A	0	0	2001A&A...366..481S	
277.76010417	 -9.68698333	1	  643	  3	  643	OH021.996+00.072	1612	D	18 31 02.425	-09 41 13.14	 108.9	 152.1	 1.00	 130.5	 21.6	 	   1.322	  1.544	        	       	SEV01A	0	0	2001A&A...366..481S	
277.84562083	 -9.95586111	1	  644	  3	  644	OH021.797-00.127	1612	S	18 31 22.949	-09 57 21.10	  40.9	      	 1.00	  40.9	     	 	   5.907	       	        	       	SEV01A	0	1	2001A&A...366..481S	
277.84607917	-11.16530278	1	  645	  3	  645	OH020.725-00.687	1612	D	18 31 23.059	-11 09 55.09	  31.6	  63.4	 1.00	  47.5	 15.9	 	   0.409	  1.147	        	       	SEV01A	0	0	2001A&A...366..481S	
277.88124583	-16.14622500	1	  646	  3	  646	OH016.319-03.016	1612	D	18 31 31.499	-16 08 46.41	  20.4	  36.3	 1.00	  28.4	  7.9	 	   2.459	  3.299	        	       	SEV01A	0	0	2001A&A...366..481S	
278.00289583	 -9.30619444	1	  647	  3	  647	OH022.445+00.036	1612	D	18 32 00.695	-09 18 22.30	 120.3	 149.8	 1.00	 135.1	 14.8	 	   0.424	  0.617	        	       	SEV01A	0	0	2001A&A...366..481S	
278.08367917	-12.23635833	1	  648	  3	  648	OH019.882-01.388	1612	D	18 32 20.083	-12 14 10.89	  86.3	 118.0	 1.00	 102.2	 15.9	 	   0.966	  0.290	        	       	SEV01A	0	0	2001A&A...366..481S	
278.09485000	 -9.46231389	1	  649	  3	  649	OH022.348-00.117	1612	D	18 32 22.764	-09 27 44.33	  25.0	  65.8	 1.00	  45.4	 20.4	 	   0.418	  0.400	        	       	SEV01A	0	0	2001A&A...366..481S	
278.23115417	 -6.86169722	1	  650	  3	  650	OH024.717+00.964	1612	D	18 32 55.477	-06 51 42.11	  31.8	  59.0	 1.00	  45.4	 13.6	 	   0.296	  0.335	        	       	SEV01A	0	0	2001A&A...366..481S	
278.29057917	 -7.46620556	1	  651	  3	  651	OH024.208+00.633	1612	D	18 33 09.739	-07 27 58.34	  43.1	  74.9	 1.00	  59.0	 15.9	 	   0.442	  1.566	        	       	SEV01A	0	0	2001A&A...366..481S	
278.36507083	 -9.90611111	1	  652	  3	  652	OH022.077-00.558	1612	D	18 33 27.617	-09 54 22.00	  38.4	  52.0	 1.00	  45.2	  6.8	 	   0.247	  0.123	        	       	SEV01A	0	0	2001A&A...366..481S	
278.39229167	-11.94546667	1	  653	  3	  653	OH020.280-01.522	1612	D	18 33 34.150	-11 56 43.68	 -22.7	   0.0	 1.00	 -11.4	 11.4	 	   0.891	  1.870	        	       	SEV01A	0	0	2001A&A...366..481S	
278.39399167	 -9.95988333	1	  654	  3	  654	OH022.043-00.608	1612	D	18 33 34.558	-09 57 35.58	 104.2	 126.9	 1.00	 115.6	 11.4	 	   3.105	  1.440	        	       	SEV01A	0	0	2001A&A...366..481S	
278.45657500	 -8.06705000	 	  641	  3	 5340	OH023.751+00.210	1612	D	18 33 49.578	-08 04 01.38	  97.6	 115.8	 1.00	 106.7	  9.1	 	   1.005	  2.725	        	       	SEV01A	0	0	2001A&A...366..481S	
278.47922917	 -5.99480000	1	  656	  3	  656	OH025.600+01.145	1612	D	18 33 55.015	-05 59 41.28	  84.0	 113.5	 1.00	  98.8	 14.8	 	   0.178	  0.214	        	       	SEV01A	0	0	2001A&A...366..481S	
278.52299583	-10.63435833	1	  657	  3	  657	OH021.503-01.032	1612	D	18 34 05.519	-10 38 03.69	  68.1	  88.5	 1.00	  78.3	 10.2	 	   0.772	  1.129	        	       	SEV01A	0	0	2001A&A...366..481S	
278.54709583	 -8.96737500	 	  655	  3	 5343	OH022.993-00.285	1612	D	18 34 11.303	-08 58 02.55	  20.3	  49.8	 1.00	  35.0	 14.8	 	   8.293	  7.391	        	       	SEV01A	0	0	2001A&A...366..481S	
278.71314167	 -8.86193889	1	  659	  3	  659	OH023.162-00.382	1612	D	18 34 51.154	-08 51 42.98	  54.3	  99.7	 1.00	  77.0	 22.7	 	   1.099	  0.665	        	       	SEV01A	0	0	2001A&A...366..481S	
278.76465833	 -8.91626944	1	  660	  3	  660	OH023.138-00.452	1612	D	18 35 03.518	-08 54 58.57	  49.8	  92.9	 1.00	  71.3	 21.5	 	   0.589	  0.461	        	       	SEV01A	0	0	2001A&A...366..481S	
278.82939583	 -7.32316389	1	  661	  3	  661	OH024.581+00.224	1612	D	18 35 19.055	-07 19 23.39	 -86.2	 -59.0	 1.00	 -72.6	 13.6	 	   3.817	  2.321	        	       	SEV01A	0	0	2001A&A...366..481S	OH024.581+00.224
278.86741667	 -8.06878889	1	  662	  3	  662	OH023.937-00.152	1612	D	18 35 28.180	-08 04 07.64	 106.7	 140.7	 1.00	 123.7	 17.0	 	   0.803	  1.276	        	       	SEV01A	0	0	2001A&A...366..481S	
278.87167500	 -7.21972500	 	  658	  3	 5346	OH024.692+00.235	1612	D	18 35 29.202	-07 13 11.01	  22.7	  61.3	 1.00	  42.0	 19.3	 	   3.867	  4.373	        	       	SEV01A	0	0	2001A&A...366..481S	
