#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-06-22T21:32:17 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ60d2272c34a6fe	
#INFO	-out.max=unlimited	
#INFO	queryParameters=39	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/A+AS/128/35/stars
#-nav=cat:J/AJ/123/2772&cat:J/A+A/538/A136&cat:J/ApJS/89/189&cat:J/ApJS/109/489&cat:J/A+AS/92/43&cat:J/A+AS/127/185&cat:J/A+A/391/967&cat:J/A+A/446/773&cat:J/A+A/299/453&cat:J/AJ/127/501&cat:J/A+AS/128/35&tab:{J/A+AS/128/35/stars}&cat:J/A+A/431/779&cat:J/A+A/368/1006&key:source=OH/IR+stars&HTTPPRM:&&-ref=VIZ60d2272c34a6fe&-out.max=unlimited&-out.form=HTML Table&-out.all=2&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=s2&-out=Name&-out=RAJ2000&-out=DEJ2000&-out=ePos&-out=Vblue&-out=Vred&-out=Vstar&-out=oLon&-out=oLat&-out.all=2&-out=Ref&-out=s3&-out=PBF&-out=Sblue&-out=Iblue&-out=e_Sblue&-out=Sred&-out=Ired&-out=e_Sred&-out=Vexp&-out=log(LOH)&-out=majAxis&-out=minAxis&-out=PA&-out=Note&-out.all=2&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+AS/128/35/stars
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+AS/128/35/stars
#-out=s2
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=ePos
#-out=Vblue
#-out=Vred
#-out=Vstar
#-out=oLon
#-out=oLat
#-out=Ref
#-out=s3
#-out=PBF
#-out=Sblue
#-out=Iblue
#-out=e_Sblue
#-out=Sred
#-out=Ired
#-out=e_Sred
#-out=Vexp
#-out=log(LOH)
#-out=majAxis
#-out=minAxis
#-out=PA
#-out=Note
#

#RESOURCE=yCat_41280035
#Name: J/A+AS/128/35
#Title: New Sample of OH/IR stars (Sjouwerman+ 1998)
#Table	J_A_AS_128_35_stars:
#Name: J/A+AS/128/35/stars
#Title: OH/IR stars in the Galactic center: positional,  kinematic and physical data
#Column	_RAJ2000	(F12.8)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F12.8)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	s2	(A1)	[abc] Image cube/data set code (2)	[ucd=meta.id;instr]
#Column	Name	(A13)	OH name according to its Galactic coordinates	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	ePos	(F6.3)	Maximum error in RA or Dec	[ucd=stat.error;pos.eq.ra;stat.max]
#Column	Vblue	(F6.1)	Velocity blue-shifted peak	[ucd=phys.veloc;stat.max]
#Column	Vred	(F6.1)	Velocity red-shifted peak	[ucd=phys.veloc;stat.max]
#Column	Vstar	(F6.1)	Stellar velocity (mean of OH peaks)	[ucd=phys.veloc]
#Column	oLon	(F7.3)	Galactic longitude offset from Sgr A*	[ucd=pos;arith.diff]
#Column	oLat	(F7.3)	Galactic latitude offset from Sgr A*	[ucd=pos;arith.diff]
#Column	Ref	(a10)	References, see Note (1)	[ucd=meta.ref;pos.frame]
#Column	s3	(A1)	Image cube/data set code (see Table 1)	[ucd=meta.id;instr]
#Column	PBF	(F5.2)	Primary beam attenuation factor	[ucd=instr.param]
#Column	Sblue	(F6.1)	Peak flux density blue-shifted peak	[ucd=phot.flux.density;em.IR]
#Column	Iblue	(F5.2)	Integrated line flux blue-shifted peak	[ucd=phot.flux.density;stat.max]
#Column	e_Sblue	(F4.1)	Relative error blue-shifted measurements	[ucd=stat.error]
#Column	Sred	(F6.1)	Peak flux density red-shifted peak	[ucd=phot.flux.density;em.radio.1500-3000MHz]
#Column	Ired	(F5.2)	Integrated line flux red-shifted peak	[ucd=phot.flux.density;stat.max]
#Column	e_Sred	(F4.1)	Relative error red-shifted measurements	[ucd=stat.error]
#Column	Vexp	(F5.2)	Expansion velocity of OH shell	[ucd=phys.veloc.expansion]
#Column	log(LOH)	(F4.1)	OH luminosity (distance assumed Ro=8kpc)	[ucd=phys.luminosity]
#Column	majAxis	(F4.1)	Deconvolution major axis	[ucd=phys.angSize]
#Column	minAxis	(F4.1)	Deconvolution minor axis	[ucd=phys.angSize.sminAxis]
#Column	PA	(I3)	Deconvolution position angle	[ucd=pos.posAng]
#Column	Note	(A4)	Notes, see Note (1)	[ucd=meta.note]
_RAJ2000	_DEJ2000	s2	Name	RAJ2000	DEJ2000	ePos	Vblue	Vred	Vstar	oLon	oLat	Ref	s3	PBF	Sblue	Iblue	e_Sblue	Sred	Ired	e_Sred	Vexp	log(LOH)	majAxis	minAxis	PA	Note
266.39450000	-29.10006944	b	359.855-0.078	17 45 34.680	-29 06 00.25	 0.067	 -16.8	  26.4	   4.8	 -5.299	 -1.865	1 (50)    	a	 1.32	 119.0	 0.57	 1.3	 198.0	 1.21	 2.0	21.57	43.8	 3.9	 0.2	143	
266.39493333	-29.10080000	c	359.855-0.078	17 45 34.784	-29 06 02.88	 0.204	 -16.6	  27.0	   5.2	 -5.288	 -1.868	1 (50)    	c	 1.09	  84.1	 0.43	 1.1	 196.9	 0.90	 1.5	21.79	43.7	 0.0	 0.0	  0	
266.55952500	-29.18562778	c	359.857-0.245	17 46 14.286	-29 11 08.26	 0.381	 -57.3	 -19.5	 -38.4	 -5.167	-11.896	          	c	 1.68	  99.8	 0.54	 1.1	 136.0	 0.64	 2.8	18.89	43.7	 0.0	 0.0	  0	
266.26960833	-29.02349167	c	359.864+0.056	17 45 04.706	-29 01 24.57	 0.279	-313.0	-288.3	-300.6	 -4.743	  6.165	6         	c	 1.19	  89.4	 0.26	 1.2	  25.8	 0.15	 6.7	12.35	43.2	 0.0	 0.0	  0	
266.25710417	-29.01508056	b	359.864+0.068	17 45 01.705	-29 00 54.29	 0.377	  46.8	  85.4	  66.1	 -4.710	  6.941	6         	a	 1.11	  37.5	 0.17	 3.5	  48.6	 0.19	11.0	19.30	43.1	 0.0	 0.0	  0	
266.29645417	-29.03388333	b	359.867+0.030	17 45 11.149	-29 02 01.98	 0.313	 -20.2	  12.8	  -3.7	 -4.594	  4.592	          	a	 1.08	  74.0	 0.25	 2.8	  45.0	 0.27	 7.9	16.46	43.3	 4.8	 0.5	  5	
266.29696667	-29.03425000	c	359.867+0.029	17 45 11.272	-29 02 03.30	 0.522	 -19.5	  13.9	  -2.8	 -4.547	  4.603	          	c	 1.12	  75.7	 0.22	 2.2	  24.2	 0.13	11.4	16.71	43.1	 0.0	 0.0	  0	
266.34372917	-29.05675556	b	359.868-0.018	17 45 22.495	-29 03 24.32	 0.207	 -62.2	 -24.7	 -43.4	 -4.471	  1.761	          	a	 1.11	  57.8	 0.24	 2.4	 107.4	 0.44	 3.8	18.73	43.4	 0.0	 0.0	  0	
266.34410000	-29.05729444	c	359.869-0.018	17 45 22.584	-29 03 26.26	 0.282	 -61.6	 -25.3	 -43.5	 -4.443	  1.770	          	c	 1.06	  85.8	 0.29	 1.3	 109.9	 0.47	 2.4	18.16	43.5	 0.0	 0.0	  0	
266.53332917	-29.15220000	a	359.873-0.209	17 46 07.999	-29 09 07.92	 0.726	  -8.8	  33.2	  12.2	 -4.187	 -9.709	1 (51)    	a	 2.34	  59.7	 0.13	 6.8	 119.6	 0.27	 9.6	21.00	43.2	 6.5	 3.8	 38	
266.53367917	-29.15422500	c	359.872-0.210	17 46 08.083	-29 09 15.21	 0.203	  -7.9	  32.8	  12.4	 -4.260	 -9.758	1 (51)    	c	 1.41	  17.6	 0.10	 4.0	 165.0	 0.38	 3.3	20.34	43.3	 0.0	 0.0	  0	
266.41912083	-29.08962778	b	359.875-0.091	17 45 40.589	-29 05 22.66	 0.356	   5.4	  32.6	  19.0	 -4.091	 -2.639	          	b	 1.31	  47.5	 0.11	 3.6	  21.3	 0.08	15.5	13.62	42.9	 0.0	 0.0	  0	
266.41824583	-29.08359722	b	359.880-0.087	17 45 40.379	-29 05 00.95	 0.012	 -33.8	 -13.3	 -23.6	 -3.806	 -2.412	1 (52)    	a	 1.28	7608.0	20.20	 0.2	2379.7	 7.11	 1.4	10.22	45.0	 0.0	 0.0	  0	
266.41865833	-29.08426111	c	359.880-0.087	17 45 40.478	-29 05 03.34	 0.047	 -34.0	 -13.7	 -23.9	 -3.797	 -2.414	1 (52)    	c	 1.06	6140.3	20.20	 0.2	2161.7	 6.41	 1.7	10.17	45.0	 0.0	 0.0	  0	
266.38810417	-29.05751389	b	359.888-0.051	17 45 33.145	-29 03 27.05	 0.199	 -76.9	 -37.2	 -57.0	 -3.295	 -0.248	1 (53)    	a	 1.13	 100.7	 0.66	 0.8	 111.6	 0.59	 2.6	19.86	43.7	 0.0	 0.0	  0	
266.38838333	-29.05801389	c	359.888-0.051	17 45 33.212	-29 03 28.85	 0.289	 -77.6	 -36.9	 -57.3	 -3.274	 -0.236	1 (53)    	c	 1.03	  55.7	 0.48	 0.8	 104.1	 0.50	 2.3	20.34	43.6	 0.0	 0.0	  0	
266.18719167	-28.94845833	a	359.889+0.155	17 44 44.926	-28 56 54.45	 0.227	 -40.6	 -11.1	 -25.8	 -3.233	 12.151	1 (55)    	a	 1.27	 109.5	 0.60	 0.8	 169.8	 0.61	 2.4	14.75	43.7	 4.8	 2.7	179	
266.18763333	-28.94943056	c	359.890+0.155	17 44 45.032	-28 56 57.95	 0.178	 -39.8	 -12.2	 -26.0	 -3.196	 12.156	1 (55)    	c	 1.62	 185.2	 0.76	 0.8	 295.4	 0.93	 2.0	13.80	43.8	 0.0	 0.0	  0	
266.12823333	-28.90584167	a	359.898+0.222	17 44 30.776	-28 54 21.03	 0.167	  13.9	  47.9	  30.9	 -2.673	 16.127	1 (56)    	a	 1.68	 326.1	 1.73	 0.6	 446.9	 1.94	 1.6	17.02	44.2	 4.7	 1.9	180	
266.12859583	-28.90689167	c	359.899+0.222	17 44 30.863	-28 54 24.81	 0.079	  13.9	  48.8	  31.3	 -2.638	 16.134	1 (56)    	c	 2.26	 495.2	 2.31	 0.3	 806.0	 2.62	 0.9	17.43	44.3	 0.0	 0.0	  0	
266.44717083	-29.07263889	b	359.902-0.103	17 45 47.321	-29 04 21.50	 0.188	-105.2	 -65.6	 -85.4	 -2.453	 -3.362	          	a	 1.30	   0.0	 0.00	99.0	  81.3	 0.48	 4.4	19.82	43.3	 0.0	 0.0	  0	ATCA
266.44753333	-29.07317500	c	359.902-0.103	17 45 47.408	-29 04 23.43	 0.239	-105.2	 -66.0	 -85.6	 -2.448	 -3.364	          	c	 1.05	 127.1	 0.37	 0.9	  76.0	 0.26	 3.9	19.61	43.4	 0.0	 0.0	  0	
266.28679167	-28.98795000	c	359.902+0.061	17 45 08.830	-28 59 16.62	 0.315	-153.2	-113.9	-133.6	 -2.455	  6.508	1 (57)    	c	 1.14	 118.7	 0.27	 1.5	  16.9	 0.12	10.5	19.61	43.2	 0.0	 0.0	  0	
266.38948750	-29.03790278	c	359.906-0.041	17 45 33.477	-29 02 16.45	 0.060	-160.4	-121.2	-140.8	 -2.215	  0.343	1 (58)    	c	 1.01	 736.0	 2.77	 0.3	1200.7	 3.52	 0.8	19.61	44.4	 0.0	 0.0	  0	
266.38422917	-29.03435556	b	359.906-0.036	17 45 32.215	-29 02 03.68	 0.137	 -67.8	 -25.8	 -46.8	 -2.215	  0.650	6, *      	a	 1.07	  52.8	 0.10	 3.4	 210.9	 0.64	 1.6	21.00	43.5	 0.0	 0.0	  0	
266.38455417	-29.03487500	c	359.906-0.036	17 45 32.293	-29 02 05.55	 0.117	 -68.9	 -25.3	 -47.1	 -2.193	  0.659	6, *      	c	 1.01	  77.0	 0.20	 2.0	 287.5	 0.70	 1.8	21.79	43.5	 0.0	 0.0	  0	
266.40916250	-29.04214167	b	359.911-0.059	17 45 38.199	-29 02 31.71	 0.090	 -99.4	 -55.3	 -77.4	 -1.932	 -0.709	1 (59)    	a	 1.12	   0.0	 0.00	99.0	 111.4	 0.51	 3.8	22.03	43.3	 0.0	 0.0	  0	ATCA
266.40951667	-29.04259444	c	359.911-0.059	17 45 38.284	-29 02 33.34	 0.423	 -99.4	 -54.4	 -76.9	 -1.911	 -0.701	1 (59)    	c	 1.01	  87.8	 0.38	 1.2	  73.5	 0.48	 2.8	22.52	43.5	 0.0	 0.0	  0	
266.42008750	-29.04281389	c	359.916-0.067	17 45 40.821	-29 02 34.13	 1.283	  16.8	  31.3	  24.1	 -1.636	 -1.183	          	c	 1.01	  18.8	 0.11	 4.8	  36.7	 0.10	15.0	 7.26	42.9	 0.0	 0.0	  0	
266.41027917	-29.03432222	c	359.918-0.055	17 45 38.467	-29 02 03.56	 0.057	-326.0	-289.7	-307.9	 -1.466	 -0.477	3         	c	 1.01	  45.0	 0.24	 1.4	 531.5	 2.38	 0.4	18.16	44.0	 0.0	 0.0	  0	
266.32852083	-28.98231667	b	359.925+0.032	17 45 18.845	-28 58 56.34	 0.201	 -95.1	 -71.2	 -83.2	 -1.076	  4.771	1 (60)    	a	 1.00	   0.0	 0.00	99.0	 162.8	 0.56	 3.9	11.93	43.3	 0.0	 0.0	  0	ATCA
266.32885417	-28.98278611	c	359.926+0.033	17 45 18.925	-28 58 58.03	 0.206	 -95.1	 -71.8	 -83.4	 -1.045	  4.784	1 (60)    	c	 1.06	 163.8	 0.52	 1.0	 197.5	 0.60	 2.6	11.62	43.6	 0.0	 0.0	  0	
266.47040417	-29.05348611	c	359.929-0.110	17 45 52.897	-29 03 12.55	 0.896	  22.6	  47.3	  35.0	 -0.819	 -3.776	          	c	 1.04	  17.9	 0.22	 1.6	  41.6	 0.51	 2.0	12.35	43.4	 7.5	 1.6	 42	MC?
266.41293750	-29.02142778	c	359.931-0.050	17 45 39.105	-29 01 17.14	 1.692	   3.7	  31.3	  17.5	 -0.734	 -0.193	          	c	 1.00	  23.0	 0.69	 0.6	  46.4	 0.61	 2.7	13.80	43.7	15.5	10.6	  9	MC
266.42524583	-29.02659167	b	359.931-0.063	17 45 42.059	-29 01 35.73	 0.042	-113.9	 -73.5	 -93.7	 -0.694	 -0.943	1 (61)    	a	 1.11	   0.0	 0.00	99.0	 751.9	 3.30	 0.8	20.20	44.1	 2.0	 0.5	154	ATCA
266.42556250	-29.02710000	c	359.932-0.063	17 45 42.135	-29 01 37.56	 0.081	-113.9	 -74.7	 -94.3	 -0.683	 -0.938	1 (61)    	c	 1.00	 545.4	 2.41	 0.3	 748.1	 3.18	 0.7	19.61	44.3	 0.0	 0.0	  0	
266.42218333	-29.02378056	c	359.932-0.059	17 45 41.324	-29 01 25.61	 0.363	-159.0	-144.4	-151.7	 -0.605	 -0.682	6         	c	 1.00	  50.9	 0.24	 0.9	  21.3	 0.11	 6.3	 7.26	43.1	 0.0	 0.0	  0	
266.42293750	-29.02315000	b	359.934-0.059	17 45 41.505	-29 01 23.34	 0.672	   9.4	  30.9	  20.1	 -0.581	 -0.732	          	a	 1.10	  37.2	 1.48	 0.3	  66.3	 1.93	 1.2	10.78	44.1	18.4	11.2	 26	MC
266.37957500	-28.99933056	b	359.934-0.015	17 45 31.098	-28 59 57.59	 0.398	  50.8	  91.6	  71.2	 -0.549	  1.953	          	b	 1.02	  26.0	 0.07	 5.3	  15.6	 0.09	14.1	20.43	42.8	 0.0	 0.0	  0	
266.50780833	-29.06508611	a	359.936-0.145	17 46 01.874	-29 03 54.31	 0.472	 -11.1	  12.8	   0.8	 -0.419	 -5.848	1a (7)    	a	 1.51	  76.2	 0.13	 4.5	  20.4	 0.07	25.3	11.92	42.9	 0.0	 0.0	  0	
266.37692500	-28.99388611	b	359.937-0.010	17 45 30.462	-28 59 37.99	 0.246	 -95.1	 -50.8	 -73.0	 -0.343	  2.242	6         	a	 1.01	  23.1	 0.10	99.0	  60.4	 0.13	13.1	18.73	44.0	 0.0	 0.0	  0	ATCA
266.37726667	-28.99423889	c	359.938-0.010	17 45 30.544	-28 59 39.26	 0.555	 -95.1	 -51.5	 -73.3	 -0.311	  2.257	6         	c	 1.01	  59.4	 0.19	 2.1	  57.2	 0.19	 6.5	21.79	43.2	 0.0	 0.0	  0	
266.44317917	-29.02896111	b	359.938-0.077	17 45 46.363	-29 01 44.26	 0.018	 -95.1	 -71.2	 -83.2	 -0.325	 -1.819	1 (62)    	a	 1.15	   0.0	 0.00	99.0	6683.5	38.27	 0.2	11.93	45.2	 0.0	 0.0	  0	ATCA
266.44350000	-29.02953333	c	359.938-0.078	17 45 46.440	-29 01 46.32	 0.016	 -95.1	 -70.4	 -82.7	 -0.321	 -1.819	1 (62)    	c	 1.01	5783.3	27.93	 0.1	6784.0	35.20	 0.1	12.35	45.4	 0.0	 0.0	  0	
266.41905000	-29.01498889	b	359.938-0.052	17 45 40.572	-29 00 53.96	 0.062	  34.3	  71.8	  53.1	 -0.270	 -0.303	1 (63)    	a	 1.08	 592.5	 1.82	 0.7	1030.3	 2.88	 1.3	18.73	44.3	 0.0	 0.0	  0	
266.41937917	-29.01550000	c	359.939-0.052	17 45 40.651	-29 00 55.80	 0.065	  34.2	  70.6	  52.4	 -0.256	 -0.297	1 (63)    	c	 1.00	 466.8	 1.52	 0.5	 896.8	 2.76	 0.8	18.16	44.2	 0.0	 0.0	  0	
266.40223333	-29.00592778	c	359.939-0.034	17 45 36.536	-29 00 21.34	 0.777	  29.9	  53.1	  41.5	 -0.230	  0.772	*         	c	 1.00	  41.9	 0.99	 0.3	  17.3	 0.32	 2.7	11.62	43.7	13.5	 6.4	174	MC?
266.42434167	-29.01338056	c	359.943-0.055	17 45 41.842	-29 00 48.17	 1.939	  22.6	  35.7	  29.2	 -0.013	 -0.454	*         	c	 1.00	  36.2	 0.84	 0.7	  63.1	 0.80	 2.9	 6.54	43.8	34.6	 3.1	157	MC?
266.11737917	-28.84883611	c	359.943+0.260	17 44 28.171	-28 50 55.81	 0.172	-201.1	-167.7	-184.4	  0.024	 18.459	1 (64)    	c	 2.87	 542.7	 1.47	 0.8	 228.1	 0.82	 4.0	16.71	43.9	 0.0	 0.0	  0	
266.43878750	-29.01947778	b	359.944-0.068	17 45 45.309	-29 01 10.12	 0.998	  26.4	  42.3	  34.3	  0.041	 -1.326	          	a	 1.11	  46.0	 4.13	 0.1	  87.6	 4.00	 0.3	 7.95	44.5	17.1	11.7	 12	MC
266.43780833	-29.01898333	c	359.944-0.068	17 45 45.074	-29 01 08.34	 1.146	  24.1	  43.0	  33.5	  0.065	 -1.234	          	c	 1.00	  25.9	 0.58	 1.6	 133.6	 3.06	 1.0	 9.44	44.1	17.1	 8.9	170	MC
266.46190000	-29.02930000	a	359.946-0.092	17 45 50.856	-29 01 45.48	 0.876	 114.9	 147.8	 131.4	  0.159	 -2.675	6         	a	 1.20	  31.2	 0.19	 3.5	  46.7	 0.20	 9.8	16.46	43.2	 0.0	 0.0	  0	
266.46247500	-29.03030556	c	359.946-0.092	17 45 50.994	-29 01 49.10	 0.367	 115.6	 149.0	 132.3	  0.154	 -2.695	6         	c	 1.02	  21.8	 0.06	 4.4	  52.3	 0.14	 5.6	16.71	42.9	 0.0	 0.0	  0	
266.44577917	-29.02013611	b	359.946-0.075	17 45 46.987	-29 01 12.49	 0.412	  53.1	  87.1	  70.1	  0.199	 -1.660	          	b	 1.13	  37.6	 2.06	 0.1	  15.7	 0.92	 1.2	17.02	44.1	10.5	 3.3	164	MC
266.41896667	-29.00611944	b	359.946-0.048	17 45 40.552	-29 00 22.03	 0.082	 -46.3	  -6.5	 -26.4	  0.182	 -0.022	1 (65)    	a	 1.06	 289.5	 2.16	 0.6	 359.8	 1.65	 2.6	19.86	44.2	 0.0	 0.0	  0	
266.41928333	-29.00651944	c	359.946-0.047	17 45 40.628	-29 00 23.47	 0.216	 -45.7	  -6.4	 -26.0	  0.201	 -0.012	1 (65)    	c	 1.00	 381.6	 3.13	 0.4	 503.8	 2.52	 1.7	19.61	44.3	 0.0	 0.0	  0	
266.66058333	-29.13371111	c	359.947-0.294	17 46 38.540	-29 08 01.36	 0.431	 122.9	 165.0	 143.9	  0.241	-14.807	          	c	 1.97	  88.8	 0.20	 3.2	  95.6	 0.19	10.0	21.07	43.2	 0.0	 0.0	  0	
266.41783750	-29.00453889	b	359.947-0.046	17 45 40.281	-29 00 16.34	 0.534	  89.4	 105.3	  97.3	  0.232	  0.078	*         	b	 1.06	  34.8	 0.17	 3.3	  24.5	 0.10	18.0	 7.94	43.0	 0.0	 0.0	  0	
266.30876667	-28.94558889	b	359.947+0.066	17 45 14.104	-28 56 44.12	 0.282	 -28.1	   9.4	  -9.4	  0.263	  6.805	6         	a	 1.00	  41.9	 0.31	 1.9	  19.5	 0.16	10.7	18.73	43.3	 7.0	 2.4	 36	
266.41056250	-28.99552222	b	359.951-0.036	17 45 38.535	-28 59 43.88	 0.047	  69.5	  96.8	  83.1	  0.494	  0.685	1 (66)    	a	 1.04	 133.7	 0.53	 2.9	1012.2	 3.67	 1.3	13.62	44.2	 0.0	 0.0	  0	
266.41082917	-28.99598056	c	359.951-0.036	17 45 38.599	-28 59 45.53	 0.054	  69.1	  96.7	  82.9	  0.512	  0.697	1 (66)    	c	 1.00	 102.1	 0.48	 1.5	1059.3	 4.41	 0.5	13.80	44.3	 0.0	 0.0	  0	
266.43283750	-29.00742222	c	359.952-0.058	17 45 43.881	-29 00 26.72	 0.579	  27.0	  45.9	  36.4	  0.522	 -0.649	          	c	 1.00	  79.3	 0.82	 0.5	  28.0	 0.20	 6.9	 9.44	43.6	 9.0	 3.1	156	MC?
266.41707083	-28.99611944	b	359.954-0.041	17 45 40.097	-28 59 46.03	 0.056	  50.2	  91.1	  70.6	  0.642	  0.375	1 (67)    	a	 1.05	2138.1	 9.12	 0.2	2641.7	12.04	 0.5	20.43	44.9	 0.0	 0.0	  0	
266.41737083	-28.99659167	c	359.954-0.041	17 45 40.169	-28 59 47.73	 0.023	  50.2	  90.9	  70.6	  0.658	  0.384	1 (67)    	c	 1.00	2227.4	 9.54	 0.1	3051.3	13.59	 0.2	20.34	45.0	 0.0	 0.0	  0	
266.40780417	-28.99032222	b	359.954-0.031	17 45 37.873	-28 59 25.16	 0.213	  46.8	  85.4	  66.1	  0.685	  0.971	1 (68)    	a	 1.03	  79.0	 0.61	 1.0	  61.4	 0.47	 4.0	19.30	43.6	 7.2	 2.9	  5	
266.40828750	-28.99090278	c	359.955-0.031	17 45 37.989	-28 59 27.25	 1.053	  45.9	  83.6	  64.7	  0.704	  0.970	1 (68)    	c	 1.00	  51.6	 0.15	 4.4	  28.0	 0.15	13.0	18.89	43.1	 0.0	 0.0	  0	
266.42772500	-28.99879167	b	359.956-0.050	17 45 42.654	-28 59 55.65	 0.100	  35.5	  61.6	  48.5	  0.797	 -0.185	4         	a	 1.07	  84.6	 0.17	 4.3	  45.2	 0.20	10.9	13.05	43.2	 0.0	 0.0	  0	
266.42797083	-28.99968056	c	359.956-0.050	17 45 42.713	-28 59 58.85	 0.836	  34.2	  60.4	  47.3	  0.787	 -0.189	4         	c	 1.00	  55.8	 0.17	 3.4	  20.9	 0.05	37.7	13.07	42.9	 0.0	 0.0	  0	
266.49944167	-29.03671111	c	359.957-0.123	17 45 59.866	-29 02 12.16	 0.695	-157.5	-157.5	-157.5	  0.876	 -4.535	6         	c	 1.06	  46.2	 0.13	 9.7	  46.2	 0.13	 9.7	 0.00	43.0	 0.0	 0.0	  0	
266.44698333	-29.00838333	c	359.957-0.069	17 45 47.276	-29 00 30.18	 1.029	  51.7	  66.2	  58.9	  0.857	 -1.315	          	c	 1.01	  97.1	 2.17	 0.3	  26.8	 1.20	 1.9	 7.26	44.1	20.9	 5.3	 24	MC
266.43620833	-29.00180278	b	359.958-0.058	17 45 44.690	-29 00 06.49	 0.519	  32.6	  50.8	  41.7	  0.875	 -0.659	          	b	 1.09	  27.1	 0.23	 1.5	  31.3	 0.25	 9.0	 9.08	43.3	 0.0	 0.0	  0	
266.45624167	-29.01108333	b	359.959-0.078	17 45 49.498	-29 00 39.90	 0.711	  55.9	  75.2	  65.5	  0.949	 -1.845	          	a	 1.15	  54.5	 3.33	 0.1	  47.6	 3.23	 0.4	 9.65	44.4	21.0	12.4	177	MC
266.45667083	-29.01133056	c	359.959-0.078	17 45 49.601	-29 00 40.79	 1.122	  51.7	  70.6	  61.1	  0.968	 -1.842	          	c	 1.01	  55.3	 0.57	 0.9	  19.5	 0.24	 7.0	 9.44	43.5	10.9	 0.8	154	MC
266.44641667	-29.00573056	c	359.959-0.067	17 45 47.140	-29 00 20.63	 1.222	  29.9	  56.0	  43.0	  0.978	 -1.206	          	c	 1.01	  19.3	 0.36	 1.2	  47.7	 0.91	 1.6	13.08	43.7	23.1	 7.2	170	MC
266.42607500	-28.98756667	b	359.965-0.043	17 45 42.258	-28 59 15.24	 0.306	 -73.5	 -37.2	 -55.3	  1.327	  0.240	*         	a	 1.06	  57.5	 0.18	 3.8	  42.0	 0.20	11.0	18.16	43.2	 0.0	 0.0	  0	
266.43437500	-28.98649722	b	359.970-0.049	17 45 44.250	-28 59 11.39	 0.245	  83.1	  94.5	  88.8	  1.609	 -0.098	1 (69), * 	a	 1.07	  36.6	 0.65	 0.9	  51.5	 0.62	 2.7	 5.68	43.7	10.5	 4.4	 36	
266.43225417	-28.98549167	b	359.970-0.047	17 45 43.741	-28 59 07.77	 0.624	  34.9	  53.1	  44.0	  1.603	  0.028	          	b	 1.06	  30.0	 0.74	 0.3	  16.7	 0.41	 3.8	 9.08	43.6	10.4	 1.5	 28	MC
266.43297917	-28.98581111	c	359.970-0.047	17 45 43.915	-28 59 08.92	 1.370	  37.1	  57.5	  47.3	  1.633	  0.020	          	c	 1.01	  61.0	 0.62	 1.3	  27.4	 0.32	 7.4	10.17	43.6	10.1	 4.5	176	MC
266.50362083	-29.02238333	b	359.971-0.119	17 46 00.869	-29 01 20.58	 0.067	 -28.1	  11.6	  -8.2	  1.665	 -4.319	1 (70)    	a	 1.34	 500.1	 2.49	 0.3	 242.8	 1.78	 1.3	19.86	44.2	 0.0	 0.0	  0	
266.50390000	-29.02312222	c	359.970-0.119	17 46 00.936	-29 01 23.24	 0.110	 -28.2	  11.0	  -8.6	  1.648	 -4.331	1 (70)    	c	 1.06	 684.1	 3.74	 0.2	 359.6	 2.48	 1.1	19.61	44.4	 0.0	 0.0	  0	
266.32151250	-28.92525000	b	359.970+0.067	17 45 17.163	-28 55 30.90	 0.214	  47.9	  82.0	  65.0	  1.653	  6.871	1a (8)    	a	 1.01	 103.5	 0.31	 2.1	  36.2	 0.11	18.2	17.03	43.2	 0.0	 0.0	  0	
266.32170000	-28.92556667	c	359.971+0.068	17 45 17.208	-28 55 32.04	 0.280	  47.3	  82.2	  64.7	  1.690	  6.896	1a (8)    	c	 1.15	 153.0	 0.42	 1.3	  52.0	 0.21	 8.1	17.43	43.4	 0.0	 0.0	  0	
